 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18
Time(s)/Cell Status, rejected, accepted, rejected, rejected, accepted, accepted, accepted, accepted, rejected, rejected, rejected, rejected, accepted, accepted, accepted, accepted, accepted, accepted, rejected
6.297645331809872, 0.8492306, 0.5872362, -1.099716, 1.294031, 0.5528535, 3.560905, 4.521822, 1.750861, 1.407231, -0.4719501, 4.069121, 1.957411, -0.5544936, 0.04049238, 0.3230436, 0.1590379, 2.053952, -0.9246701, 3.889885
6.397607956124315, -0.01324875, -1.018659, -2.402635, 1.749791, -0.1113786, 1.449136, 2.259302, 1.437025, 0.8526644, -0.5826735, 5.221968, -0.05837849, -2.26094, -0.9588471, -1.171499, -1.119291, 0.342731, 0.789326, 3.68301
6.497570580438757, 1.911137, 0.9081217, 0.1280074, 1.169775, 0.4892073, 0.7271942, 1.324369, 2.424482, 3.407514, -0.4569294, 6.296919, -0.08682498, -1.088146, 1.715294, 0.788899, -2.321512, 0.3430366, 1.161776, 3.485454
6.5975332047532, 1.901807, 0.7931579, 0.8429682, 2.117563, -0.6587566, 2.539563, 3.566677, 1.584039, 4.481706, -1.625493, 5.900747, 0.3957202, -1.188829, -1.321368, 0.2708448, 0.20112, 2.904114, 0.9879571, 3.296796
6.697495829067642, 1.158201, 1.580796, 0.2260115, 1.693603, -0.5076686, 2.421881, 2.669515, 0.0836276, 2.913902, -1.429386, 7.28547, 1.954928, 0.4745446, -0.1076091, 0.6827555, 0.08166997, 0.08673999, -0.6061241, 3.116636
6.797458453382084, 2.374619, -1.129977, -0.633848, 2.238265, -2.752606, 3.228256, 4.16553, 0.9725615, 1.835795, -2.343561, 6.124834, -0.378563, -1.184543, 1.877399, 0.2455077, 0.9909062, 1.705161, 0.372489, 5.114222
6.897421077696526, 2.544476, -0.4522309, -1.668186, 3.662426, -0.9168845, 2.901939, 4.251554, 1.868291, 0.9942336, -2.187871, 7.184682, -0.811829, -2.421988, 2.556103, -0.05546913, -0.337482, 1.115813, -0.5890321, 4.852198
6.997383702010969, 2.330171, -0.4917621, -0.299302, 3.7214, -0.1920158, 5.410765, 2.217075, 2.525225, -0.1306765, -0.1129526, 5.565177, 2.496906, 0.4522509, 1.085223, -1.254196, -1.176426, 2.081579, 0.6419278, 4.601977
7.097346326325411, 3.685777, -0.4806525, 0.5882772, 3.576597, 0.5960397, 3.183652, 3.701181, 2.570893, 1.032858, -1.431617, 4.337615, 2.428553, -0.5147001, -0.2370044, 0.08742126, -0.09019041, 2.283853, -1.009277, 4.363027
7.197308950639854, 1.271277, -0.3802477, 0.3895369, 2.010652, -1.052944, 1.335944, 0.3697333, 0.6023474, 0.5945981, 0.1849219, 2.640631, -0.4824281, 1.678157, -0.3238254, -1.658712, -1.407019, 1.088244, 0.6753465, 4.13484
7.297271574954296, 3.678422, 1.080314, 1.462753, 3.201929, 0.05821586, 2.083384, 3.616621, 0.2639959, -1.39169, 1.759749, 2.583266, -1.357419, -1.284937, 1.552689, 0.0600776, 0.2330135, 2.282681, 0.6279727, 4.184112
7.397234199268738, 1.716689, 0.6073733, -0.4116794, 2.369702, -0.9268418, 3.332511, 2.939478, 0.6915792, 0.2672205, 0.2475984, 5.393259, -1.842136, -0.7218313, 1.51703, 0.4391651, 1.745697, -0.1498568, -0.1206402, 3.963983
7.497196823583181, 2.045668, -0.2083979, 1.288496, 1.315768, -0.4928035, 0.6164072, 1.011608, 1.317155, 0.8352188, 1.322224, 5.552024, -1.094792, 0.01903435, 1.374305, -1.246385, 0.2544554, 0.5944555, 1.533393, 4.239904
7.597159447897623, 1.572564, -0.2691679, -0.4555795, 1.116875, -1.879795, 0.6015065, 1.234725, 2.666506, -0.04582454, 1.178174, 6.240763, -0.7191004, -2.027871, -0.984148, 1.404521, 2.063779, 1.80589, 1.11378, 4.004881
7.697122072212066, 4.397564, 2.7108, -0.1359129, 0.008113834, -1.897708, -2.12948, 0.7150221, 1.753537, -1.355189, 1.962508, 5.593503, 0.2818433, -1.061515, -1.41253, 1.149918, -0.5250179, -0.2535633, -0.6531133, 9.424227
7.797084696526508, 1.622524, 0.6989844, 0.3790642, 1.842004, -1.134544, 0.2807902, 2.460488, 2.743658, -0.7315728, 0.177254, 5.732722, 0.006152434, -1.161787, 2.907201, 0.733137, 0.4504279, -1.205539, 2.47116, 8.957368
7.897047320840951, 2.349518, -0.2751342, 1.182113, 1.078012, -1.284128, 0.4491487, 2.672126, -0.07206521, -0.1583942, -1.317959, 4.138338, -1.876969, 1.094166, 0.4854823, 0.7827111, -0.9645472, 1.40033, 10.63945, 8.512291
7.997009945155393, 2.779487, 0.8217491, 1.197664, 3.746525, -1.76216, 1.428239, 1.357036, 1.508694, -0.2058368, -2.300847, 4.318995, -2.170822, -1.744398, 0.8687093, -1.522153, -0.5876336, 4.210325, 15.46693, 8.087964
8.096972569469836, 0.8126042, -1.424027, 0.2139695, 7.128931, -3.008207, -0.5542093, 0.9886325, 0.03578174, 0.9067314, -1.808783, 4.747478, -3.150882, -0.7689692, 1.653103, 1.61027, 1.574611, 2.50371, 10.0783, 7.683403
8.196935193784277, 1.954984, 0.4386955, 1.636341, 6.580578, -1.086264, 0.9140385, 0.3402177, -0.7669631, 0.6678779, -2.33589, 4.894513, -2.700513, -2.443702, -0.1457613, -1.311332, 0.1408217, 7.167668, 7.429712, 7.297669
8.296897818098721, 0.9832821, 0.2252515, -0.5190573, 5.357528, -0.4669969, 0.4598318, 0.2341658, 1.359467, 1.896089, 0.1510295, 4.571328, -2.235466, -0.3398868, -0.3121105, -1.478181, 0.6215355, 10.21478, 4.991314, 6.929874
8.396860442413162, 3.772484, -1.43837, -0.513346, 4.908048, -1.099611, 0.2923922, -0.01033745, 1.770812, -0.06802016, -0.3675645, 5.870141, -2.081545, -1.603696, 0.8525862, -1.519716, -1.133377, 12.10439, 3.826311, 6.579168
8.496823066727606, -0.2067212, 0.6930981, -0.08504942, 4.459981, -1.386183, 1.857386, 0.5024684, 0.467691, -3.608316, -0.3627401, 6.629292, -4.954955, -0.6588494, 0.5929962, -2.551363, -0.6601086, 17.5369, 2.097612, 6.244746
8.596785691042047, 1.706587, -0.9308026, -0.2723035, 3.000963, -0.7062699, 0.9482145, 0.22113, 1.350102, -3.006142, 0.8211328, 3.96018, 0.02124057, 0.8178558, 0.3402845, -1.819604, -0.530054, 23.14334, 0.7824042, 11.28585
8.696748315356491, 0.002556432, 1.85363, 0.793018, 5.86412, -1.75006, 1.60246, -1.079397, 0.1926596, -1.448402, 0.3681078, 3.012735, -2.739423, -0.8398771, -0.5579942, -2.522608, 1.009706, 23.92414, 0.1673938, 12.27983
8.796710939670932, 3.283909, 1.275918, -1.64478, 2.795926, -1.074222, 0.920119, -0.351518, 0.07433663, -1.467317, 1.142366, 3.539885, -0.5573359, 1.190693, 1.367971, -1.278494, -0.9696559, 25.24565, 2.176287, 11.68989
8.896673563985376, 2.984423, -0.1201747, 0.1316597, 5.05981, -0.6321679, 0.4490905, -1.700284, 2.574366, 0.150079, 2.322162, 3.855282, -0.03643522, -2.386517, 0.5713943, 0.961759, -1.243255, 22.62594, 2.057802, 11.12689
8.996636188299817, 0.4689559, 0.768591, 2.427834, 4.146813, -0.4909038, -1.423809, 0.6198584, 0.5419403, -1.520187, 0.5258518, 3.591916, 0.4897987, 1.781075, -0.5386192, -0.8169718, 0.7872263, 29.7731, 1.162697, 12.96509
9.096598812614259, 1.389867, 1.12749, 2.328801, 4.714889, -2.346642, -1.719127, -1.227967, 0.1460992, 0.8270212, 0.4759988, 3.492287, -0.8300841, -2.02334, -0.4859037, -2.078985, -0.2664227, 29.43889, 0.684576, 12.3453
9.196561436928702, 1.329668, -1.189369, 2.356017, 5.265238, -1.793891, 0.008249477, 1.890663, -0.4701915, 0.05625113, 2.148507, 5.398648, -0.06545632, -0.9971182, 1.306856, -3.013207, -1.066072, 30.02601, 1.720009, 12.11639
9.296524061243144, 2.187643, 0.3830918, 2.102031, 3.655012, -2.068125, 5.875813, -0.4282351, 2.342515, 2.721538, -0.4768135, 2.42295, 1.432493, -0.4210674, 0.6436281, -1.207834, -0.09848366, 33.81913, -0.804158, 11.52616
9.396486685557587, 2.44527, 0.8761684, -0.4265409, 4.280674, -1.675163, 9.110005, -1.330512, 0.5237597, 2.62533, -0.6159033, 6.065889, -2.300232, -1.581654, -0.5598463, -1.770867, -1.160771, 32.90312, 2.338935, 10.96341
9.496449309872029, 0.691218, -0.02124644, -1.517517, 2.412208, -0.8754005, 5.332258, 0.3507181, 2.023087, 0.3910862, 0.4370258, 6.968987, -1.098229, -2.326295, -0.961711, -1.580463, -2.208231, 31.8426, 0.9553168, 10.42685
9.596411934186472, 1.781452, 1.36874, 0.1706205, 1.550112, -3.261977, 4.351931, 0.8398322, -0.03294676, -0.7910571, -0.7173928, 6.048493, -4.214441, 0.2708892, 0.7493962, -2.463012, -1.292952, 35.2466, -0.7223953, 9.915242
9.696374558500914, 1.807276, -1.044365, -0.5303183, 2.229673, -2.517698, 5.551241, 1.804985, 0.9650989, -0.3445686, -1.001495, 5.181772, -2.269203, 0.3447488, -1.358675, -1.199423, -0.3347434, 34.23146, 0.542137, 9.427402
9.796337182815357, 0.04843878, -1.816767, 1.696892, 3.288635, -0.9831585, 5.226872, 1.014917, 0.4443119, -0.4005078, 0.5643876, 6.516625, -0.7656677, 1.062861, 0.4261657, -1.816421, -0.07009672, 30.43115, 0.162805, 8.962211
9.896299807129799, 2.651703, 0.4727465, -0.7737321, 1.697082, -0.8572484, 2.861775, -1.080245, 0.5754389, -0.7248622, -1.191572, 5.160371, -3.55746, -1.477655, -0.5892258, -0.9786886, 2.022192, 31.22257, -0.5326713, 8.5186
9.996262431444242, 3.26911, -0.1095715, 1.359006, 1.135782, -0.4217583, 5.177352, 1.602681, 0.6449934, -1.721849, -0.7307829, 3.942755, -1.656492, 1.24718, -0.2025101, -0.8246453, -1.685283, 27.90706, 2.104641, 11.84645
10.09622505575868, 0.5734385, 0.1224145, -0.7077932, 2.067476, -0.3254907, 5.09893, 2.602493, 2.58771, -0.2048204, -2.341737, 2.637799, -0.2718949, -0.2802783, 0.7267271, -1.683072, -1.740383, 30.28471, -0.8304892, 11.72636
10.19618768007313, 1.4235, 1.024938, -0.4996804, 1.375217, -2.130996, 2.270982, 2.009245, 1.786538, -0.77552, -2.409772, 5.758574, -2.962708, -1.069939, 0.5105515, -1.344835, 0.6802192, 25.87205, 0.3111211, 11.15987
10.29615030438757, 1.064238, 1.439203, -0.6933507, 4.569993, -1.120327, 1.043167, 1.279424, 0.810048, -1.084524, 0.0733032, 4.141295, -2.454576, 0.8442653, 0.2059283, 0.9445863, 1.768112, 25.99155, -1.068966, 10.61936
10.39611292870201, 2.387464, -1.813379, 1.015772, 8.724839, -0.9389921, 3.69002, 0.6709445, 1.669501, -0.2343799, 1.433219, 3.470643, -1.731725, 0.5905314, 1.05447, -0.3381797, -0.009341519, 25.26668, 1.323261, 10.10364
