 , C0, C1, C2, C3
Time(s)/Cell Status, accepted, accepted, accepted, accepted
394.352306118109,0.0001508788,0.2610772,0.5331466,0.00765103
394.452268679863,0.0001286805,0.2239018,0.5030767,0.006840812
394.552231241616,0.0001097482,0.1920199,0.4747028,0.006116393
394.65219380337,0.00009360129,0.1646778,0.4479293,0.005468687
394.752156365123,0.00007983004,0.1412289,0.4226657,0.004889572
394.852118926877,0.0000680849,0.121119,0.3988271,0.004371782
394.952081488631,0.0000580678,0.1038726,0.376333,0.9919651
395.052044050384,0.00004952447,0.08908196,0.3551075,0.8869193
395.152006612138,0.0000422381,0.07639737,0.3350792,0.7929975
395.251969173892,0.00003602375,0.06551898,0.3161805,0.7090217
395.351931735645,0.00003072369,0.05618958,0.2983477,0.6339387
395.451894297399,0.00002620342,0.04818862,0.2815207,0.5668067
395.551856859153,0.00002234819,0.04132693,0.2656427,0.5067838
395.651819420906,0.00001906018,0.03544229,0.2506603,0.4531171
395.75178198266,0.00001625592,0.03039558,0.2365229,0.4051335
395.851744544414,0.00001386424,0.02606749,0.2231828,0.3622312
395.951707106167,0.00001182444,0.02235568,0.2105951,0.3238721
396.051669667921,0.00001008475,0.0191724,0.1987174,0.2895752
396.151632229674,0.00000860101,0.0164424,0.1875096,0.2589101
396.251594791428,0.000007335571,0.01410113,0.1769339,0.2314924
396.351557353182,0.000006256312,0.01209324,0.1669547,0.2069781
396.451519914935,0.000005335841,0.01037125,0.1575384,0.2682641
396.551482476689,0.000004550796,0.008894468,0.1486531,0.2398558
396.651445038443,0.000003881253,0.007627964,0.1402689,0.2144559
396.751407600196,0.000003310217,0.006541801,0.1323577,0.1917457
396.85137016195,0.000002823195,0.005610299,0.1248926,0.1714405
396.951332723704,0.000002407828,0.004811435,0.1178486,0.1532855
397.051295285457,0.000002053572,0.004126324,0.1112018,0.2677082
397.151257847211,0.000001751436,0.003538768,0.10493,0.2393588
397.251220408965,0.000001493753,0.04079775,0.09901185,0.2140115
397.351182970718,0.000001273982,0.9682834,0.09342751,0.1913484
397.451145532472,0.000001086545,0.8304073,0.08815813,0.1710852
397.551108094225,0.0000009266855,0.7121637,0.08318595,0.1529679
