 , C00, C02, C05, C06, C07, C08, C09, C11, C12, C14, C15, C16, C17, C18, C23, C24
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
172.2350988047076, 1.476691, 7.654624, 2.524283, 0.02811658, 0.005134591, 5.180645, 4.012016e-06, 1.826826, 0, 1.911329, 0.2420432, 0.8615503, 2.866011e-06, 1.673872, 2.863709, 2.408198
172.3350611371538, 1.376357, 7.311103, 2.395337, 0.02636669, 0.004762455, 4.883203, 3.809233e-06, 1.707079, 0, 1.680878, 0.2322377, 0.8174061, 2.658136e-06, 1.566764, 2.697488, 2.279187
172.4350234695999, 1.754403, 6.982998, 2.272977, 0.2287783, 0.00441729, 4.602839, 3.6167e-06, 1.595181, 0, 1.478212, 0.2228295, 0.7755238, 2.465338e-06, 1.46651, 2.540915, 2.53682
172.5349858020461, 1.635199, 6.669617, 2.156868, 0.2145398, 0.00409714, 6.219962, 3.433898e-06, 1.490618, 0, 1.299982, 0.2455875, 0.7357874, 2.286523e-06, 1.372671, 2.394432, 2.400919
172.6349481344922, 1.524096, 6.3703, 2.046691, 0.2011875, 0.003800195, 5.862849, 3.260336e-06, 2.126066, 0, 1.143242, 0.2356384, 0.698087, 2.120679e-06, 1.284837, 2.25545, 3.548319
172.7349104669384, 1.483233, 6.084416, 2.13048, 0.1886662, 0.00352477, 7.652156, 3.095546e-06, 2.536832, 0, 1.0054, 0.2260924, 0.6623183, 1.966863e-06, 1.202623, 3.010403, 3.35823
172.8348727993845, 2.078959, 6.326622, 2.02165, 0.1769242, 0.5673665, 7.273705, 2.939085e-06, 2.370544, 0, 0.8841776, 0.2169331, 0.6283824, 1.824204e-06, 1.12567, 2.835667, 3.18391
172.9348351318307, 1.937703, 6.659163, 1.91838, 0.2974124, 0.5262459, 6.856093, 2.790532e-06, 2.215157, 0, 0.7775712, 0.2081448, 0.7596018, 1.691892e-06, 1.053641, 2.671074, 3.013342
173.0347974642768, 1.806046, 6.360315, 3.386965, 0.2789024, 0.4881055, 6.599869, 2.649488e-06, 2.069955, 0, 0.6838185, 0.1997126, 1.258465, 1.569177e-06, 0.9862204, 2.516034, 2.851913
173.134759796723, 1.683334, 6.074879, 3.213951, 0.2615443, 0.4527294, 6.564955, 2.515573e-06, 1.934271, 0, 1.065558, 0.1916219, 1.193983, 1.455362e-06, 0.9231142, 2.369993, 2.699131
173.2347221291691, 1.568959, 6.670817, 3.049775, 0.2452665, 0.4199173, 6.188035, 2.388426e-06, 1.807481, 0, 1.146047, 0.1838591, 1.132806, 1.349803e-06, 0.864046, 2.23243, 2.554534
173.3346844616152, 1.462356, 6.371447, 2.893986, 0.2869779, 0.3894832, 5.832755, 2.267706e-06, 1.689002, 0, 1.007867, 0.1764107, 1.074763, 1.2519e-06, 1.595204, 2.454409, 2.94586
173.4346467940614, 1.362996, 6.085511, 3.458291, 0.2691173, 0.3612549, 5.497873, 2.153087e-06, 1.578289, 0, 0.8863475, 0.169264, 1.019694, 1.161098e-06, 1.49313, 2.311945, 2.788046
173.5346091265075, 1.270387, 5.812408, 3.281634, 0.2523682, 0.3350725, 5.182219, 2.044262e-06, 1.644356, 0, 0.8059739, 0.1624069, 0.9674467, 1.076882e-06, 1.397588, 2.691173, 2.638685
173.6345714589537, 1.18407, 5.551561, 3.374021, 0.2366616, 0.3107876, 5.884644, 1.940937e-06, 1.597151, 0, 0.7087967, 0.1558276, 1.331264, 9.987741e-07, 1.308159, 2.712115, 3.76195
173.7345337913998, 1.143673, 5.30242, 3.201668, 0.2219325, 0.2882629, 5.752897, 1.842835e-06, 1.492459, 0, 0.6233362, 0.1495148, 1.794135, 9.263317e-07, 1.224453, 2.554693, 3.560416
173.834496123846, 1.065966, 5.064459, 3.03812, 0.20812, 0.2673707, 5.4226, 1.749691e-06, 1.467159, 0, 0.5481798, 0.1434578, 1.702207, 8.591436e-07, 1.146103, 2.406408, 3.369679
173.9344584562921, 0.9935383, 6.006947, 2.882926, 0.1951673, 0.2479926, 5.111267, 1.661254e-06, 1.370988, 0, 0.4820851, 0.1376461, 1.614989, 7.968288e-07, 1.072766, 2.26673, 3.18916
174.0344207887383, 0.9260322, 5.737369, 2.735659, 0.1830206, 0.230019, 4.817809, 1.577288e-06, 1.281121, 0, 0.4239595, 0.1320699, 1.53224, 7.390337e-07, 1.004122, 2.13516, 3.018311
174.1343831211844, 0.8631127, 5.479889, 2.595916, 0.17163, 0.2133481, 4.541199, 1.497566e-06, 1.197144, 0, 0.3728422, 0.1267195, 1.453731, 6.854306e-07, 0.9398704, 2.011227, 2.856615
174.2343454536305, 0.8044684, 5.233965, 2.46331, 0.1609482, 0.1978854, 4.280471, 1.421873e-06, 1.545729, 0, 0.8045826, 0.1215859, 1.379244, 6.357154e-07, 0.87973, 1.894487, 3.166108
174.3343077860767, 0.7498087, 5.067481, 3.585767, 0.1509313, 0.1835434, 4.451882, 1.350007e-06, 1.614572, 0, 0.7075731, 0.1166603, 1.308575, 5.896061e-07, 0.8234379, 3.008759, 2.996494
174.4342701185228, 0.6988628, 4.840065, 3.402598, 0.1415378, 0.1702409, 4.196282, 1.281772e-06, 1.508738, 0, 0.6774706, 0.1119343, 1.350335, 5.468412e-07, 0.7707478, 2.834118, 3.131114
174.534232450969, 0.6513785, 4.622854, 3.228786, 0.1327289, 0.1579024, 3.955357, 1.216986e-06, 1.409842, 0, 0.5957871, 0.1073996, 1.435201, 5.071781e-07, 0.7214293, 2.669615, 2.963375
174.6341947834151, 1.297195, 6.008986, 3.063852, 0.1244682, 0.1464583, 4.561756, 1.142987, 1.317428, 0, 0.5239524, 0.1030487, 1.361664, 4.703918e-07, 0.6752666, 3.156039, 2.804622
174.7341571158613, 1.296289, 5.739317, 2.907344, 0.1167217, 0.1358435, 4.299848, 2.47832, 1.231071, 0, 0.4607788, 0.09887409, 1.291895, 4.362736e-07, 0.6320577, 2.97285, 2.654374
174.8341194483074, 1.249284, 5.48175, 4.029613, 0.1094573, 0.1259981, 4.052976, 2.353056, 1.150375, 0, 0.4052221, 0.09486857, 1.987839, 4.046301e-07, 0.5916136, 2.800294, 2.512175
174.9340817807536, 1.164401, 5.235743, 3.823772, 0.174791, 0.1168662, 4.744145, 3.479892, 1.074969, 0, 0.7176507, 0.09102532, 1.885985, 3.752817e-07, 0.5537575, 2.637753, 4.361806
175.0340441131997, 1.085286, 5.000775, 4.030058, 0.1639125, 0.1083962, 4.471765, 6.150163, 1.004506, 0, 0.6311227, 0.08733775, 1.789351, 3.48062e-07, 0.5183237, 2.484648, 4.128137
175.1340064456458, 1.283564, 5.287032, 3.824194, 0.1537111, 0.10054, 4.215023, 6.484911, 0.9386612, 0, 0.6310197, 0.3932481, 1.697668, 3.228166e-07, 0.4851573, 2.340429, 3.906986
175.233968778092, 1.196352, 5.049762, 3.628845, 0.1441445, 0.09325323, 4.218602, 6.527213, 0.8771326, 0, 1.513256, 0.3773171, 1.610683, 2.994023e-07, 0.4541131, 2.204581, 3.697682
175.3339311105381, 1.115066, 4.823141, 4.044856, 0.1351734, 0.08649458, 3.976395, 6.197303, 0.8196372, 0, 1.330801, 0.3620314, 1.528154, 2.776862e-07, 0.4250553, 2.076618, 3.499591
175.4338934429843, 1.039302, 4.606689, 3.838236, 0.1267606, 0.421965, 3.748095, 5.884068, 0.7659106, 0, 1.170345, 0.3473651, 1.449855, 2.575453e-07, 0.3978569, 2.498322, 3.312112
175.5338557754304, 0.9686866, 4.399952, 3.64217, 0.1188714, 0.3913825, 4.559872, 5.586664, 0.7157057, 0, 1.38288, 0.5689816, 1.375567, 2.388652e-07, 0.3723989, 2.353309, 3.134677
175.6338181078766, 0.902869, 4.202492, 3.45612, 0.1114732, 0.3630166, 4.769843, 5.304293, 1.134133, 0, 1.216145, 0.5459313, 1.305085, 2.2154e-07, 0.3485699, 2.216714, 2.966747
175.7337804403227, 0.8415235, 4.013894, 3.279573, 0.1045355, 0.3367065, 4.495987, 5.036193, 1.059791, 0, 1.069513, 0.5238149, 1.238215, 2.054714e-07, 0.3262656, 2.088047, 2.807814
