Time (s), Cell Name, Value
74.39358799999999, C01, 2.841887
75.292907, C01, 2.955608
75.492755, C01, 2.550678
75.542717, C01, 3.377256
83.386769, C01, 2.912814
86.584344, C01, 2.907693
155.881797, C01, 2.862496
159.079373, C01, 3.43161
184.460127, C01, 2.738676
199.748534, C01, 2.61807
199.848458, C01, 3.146095
200.048306, C01, 3.121241
224.279932, C01, 3.438956
249.460838, C01, 2.916468
279.488068, C01, 3.284494
321.35632, C01, 2.77086
321.456245, C01, 2.547665
322.605373, C01, 4.935843
322.855184, C01, 3.455402
323.354805, C01, 4.337611
323.454729, C01, 5.486837
323.604616, C01, 5.035348
328.450941, C01, 3.551919
388.20563, C01, 2.601159
390.154152, C01, 2.769507
546.53557, C01, 4.088812
549.483335, C01, 3.848045
593.100261, C01, 2.580419
609.238024, C01, 3.082673
609.437873, C01, 3.218765
609.537797, C01, 3.322307
609.737645, C01, 3.483994
650.756541, C01, 2.982096
651.006352, C01, 2.70454
651.106276, C01, 2.757591
690.726233, C01, 2.699754
869.04102, C01, 2.896657
896.670069, C01, 3.186051
1054.400464, C01, 2.836747
1200.489687, C01, 2.824789
2066.808493, C01, 2.514714
2067.907659, C01, 2.522305
2068.007584, C01, 3.334062
2068.207432, C01, 3.078568
2072.104476, C01, 2.677822
2072.2044, C01, 2.994803
2181.971133, C01, 2.982409
2295.285175, C01, 2.514144
2475.298621, C01, 2.614985
2600.303794, C01, 3.683395
2600.403718, C01, 2.729016
72.89472499999999, C02, 2.848646
138.644868, C02, 2.47726
138.844716, C02, 3.493876
227.827242, C02, 2.714718
375.565215, C02, 3.768232
376.064836, C02, 2.566565
493.425843, C02, 2.554041
534.894398, C02, 3.421442
540.989776, C02, 2.662112
541.389473, C02, 2.480256
773.813229, C02, 2.444345
818.529322, C02, 2.810126
948.630668, C02, 2.83076
949.280175, C02, 2.465941
949.330138, C02, 2.96157
949.5799479999999, C02, 3.256556
1036.763838, C02, 2.910326
1037.213497, C02, 3.858915
1105.56167, C02, 2.576667
1106.061291, C02, 3.483917
1106.211177, C02, 3.433531
1106.311101, C02, 2.580091
1821.094887, C02, 2.568604
1892.540689, C02, 2.671586
1897.686786, C02, 2.637703
1979.374819, C02, 3.148147
2045.574601, C02, 2.505918
2052.119636, C02, 3.686638
2052.469371, C02, 2.72567
2102.931091, C02, 2.725738
2103.530637, C02, 4.744296
2103.680523, C02, 2.78205
2103.780447, C02, 3.291499
2227.636492, C02, 3.233731
2227.786379, C02, 3.313139
2328.909668, C02, 2.942211
2471.751312, C02, 2.637325
2494.434105, C02, 3.221568
2494.933726, C02, 2.787496
2495.183536, C02, 3.988317
2495.283461, C02, 4.477314
2495.533271, C02, 4.176851
2495.733119, C02, 3.467812
2564.930628, C02, 4.243083
330.999009, C03, 2.931079
343.689386, C03, 2.846812
