 , C00, C09, C10, C25, C26, C27, C32, C39
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
18.49308266732936, 1.019866, 0.9026864, 3.318488, 0.2585152, 2.012078, 0.2446038, 0.04695538, 0.1649521
18.59304527634195, 0.9431546, 2.439738, 3.461078, 0.2354218, 2.579133, 0.6737947, 0.04457488, 0.1544017
18.69300788535454, 0.8722133, 1.67487, 3.087157, 0.4637828, 2.434748, 1.939123, 0.04231507, 0.144526
18.79297049436713, 1.588967, 1.149791, 2.538275, 0.4223528, 2.298447, 2.641433, 0.04016982, 0.135282
18.89293310337972, 1.469449, 0.7893272, 2.645818, 0.3846236, 2.169776, 2.465139, 0.03813333, 0.1266293
18.99289571239231, 1.358922, 0.5418699, 2.662471, 0.3502649, 2.048308, 2.300611, 0.03620008, 0.11853
19.0928583214049, 1.256708, 1.29433, 3.008998, 0.3189755, 1.93364, 2.147064, 0.03436485, 0.1109487
19.19282093041749, 1.555266, 1.637258, 3.370592, 0.3972308, 2.059338, 2.003765, 0.03262265, 0.1038524
19.29278353943009, 1.438284, 2.06354, 2.771316, 0.3617459, 1.944052, 1.87003, 0.03096878, 0.0972099
19.39274614844268, 1.330101, 1.94276, 2.278589, 0.3294308, 1.835221, 1.745221, 0.02939875, 0.09099229
19.49270875745527, 1.230054, 1.333697, 1.873466, 0.3000025, 2.07831, 1.628742, 0.02790833, 0.08517236
19.59267136646786, 1.137533, 0.9155774, 1.540372, 0.273203, 2.717591, 1.520036, 0.02649346, 0.07972467
19.69263397548045, 1.051972, 0.6285402, 1.266501, 0.2487976, 2.565456, 1.418586, 0.02515032, 0.07462543
19.79259658449304, 0.9728454, 0.4314903, 3.572404, 0.2265723, 2.421837, 1.323907, 0.02387527, 0.06985233
19.89255919350563, 0.8996708, 0.2962164, 3.024615, 0.2063324, 2.286258, 1.235548, 0.02266487, 0.06538452
19.99252180251822, 0.8320003, 3.044831, 2.486852, 0.1879006, 2.158269, 1.153085, 0.02151582, 3.105536
20.09248441153082, 1.952574, 3.493075, 3.406889, 1.031194, 2.037445, 1.076126, 0.02042503, 2.906904
20.1924470205434, 1.805707, 2.397982, 2.80116, 0.9390767, 1.923385, 1.004303, 0.01938955, 2.720976
20.292409629556, 1.669887, 1.646205, 3.584801, 1.637989, 1.815711, 1.010204, 0.01840655, 4.433556
20.39237223856859, 1.544283, 1.130113, 2.94744, 1.491666, 1.714064, 0.9427814, 0.0174734, 4.149982
20.49233484758118, 1.428127, 0.775818, 4.572335, 1.358414, 1.618108, 0.8798585, 0.01658755, 3.884546
20.59229745659377, 1.320708, 0.5325959, 4.702713, 2.013845, 1.527523, 0.993905, 0.01574661, 3.636088
20.69226006560636, 1.221368, 3.025529, 3.866591, 1.833946, 1.442009, 0.92757, 0.0149483, 3.403521
20.79222267461895, 1.1295, 5.47038, 3.179129, 1.670118, 1.647049, 0.8656623, 0.01419047, 3.185829
20.89218528363154, 1.044543, 3.755394, 2.613894, 1.520925, 1.848891, 0.8078864, 0.01347105, 2.982061
20.99214789264413, 1.560786, 2.578063, 4.824586, 1.38506, 1.745386, 0.7539666, 0.01278811, 2.791326
21.09211050165673, 1.443389, 1.76983, 6.915799, 1.579924, 1.647677, 0.7036455, 0.01213979, 2.612791
21.19207311066932, 1.495516, 2.727308, 10.34897, 1.438788, 1.555437, 0.656683, 0.01152434, 2.445675
21.29203571968191, 1.383027, 3.065919, 10.74258, 1.31026, 1.46836, 0.6128547, 0.01094009, 2.289248
21.3919983286945, 2.089227, 2.104741, 8.832595, 1.3229, 1.386159, 0.5719517, 0.01038546, 2.142826
21.49196093770709, 1.932081, 3.08639, 9.815694, 1.204725, 1.308559, 0.5337786, 0.009858948, 2.005769
21.59192354671968, 2.17685, 2.513324, 8.070508, 1.097106, 1.235304, 0.4981532, 0.009359129, 1.877479
21.69188615573227, 2.351399, 1.725387, 8.001161, 0.9991003, 1.166149, 0.4649056, 0.008884649, 1.757394
21.79184876474486, 2.174534, 1.184471, 7.136613, 0.9098499, 1.100866, 0.4338769, 0.008434224, 1.64499
21.89181137375746, 2.010972, 0.8131345, 6.761228, 0.8285723, 1.039238, 0.4049192, 0.008006634, 1.539775
21.99177398277005, 1.859713, 0.5582135, 9.859607, 0.7545553, 0.9810592, 0.3778942, 0.007600721, 1.44129
22.09173659178264, 1.834915, 0.3832113, 13.20445, 0.6871502, 0.9261377, 0.3526728, 0.007215388, 1.349104
22.19169920079523, 1.696898, 0.263073, 10.85676, 0.6257666, 0.8742909, 0.3291348, 0.006849589, 1.262814
22.29166180980782, 1.569262, 0.1805986, 8.926478, 0.5698664, 0.8253465, 0.3071677, 0.006502335, 1.182044
22.39162441882041, 1.451227, 0.1239802, 7.452521, 0.5189598, 1.425796, 0.2866668, 0.006172686, 1.106439
22.491587027833, 1.34207, 0.08511189, 7.550464, 0.4726007, 1.535454, 0.2675341, 0.005859749, 1.035671
22.59154963684559, 1.241124, 0.05842897, 11.60621, 1.081185, 1.612545, 0.2496784, 0.005562677, 0.9694284
22.69151224585818, 1.14777, 0.04011125, 11.85054, 0.9846017, 1.522272, 0.2330144, 0.005280666, 0.907423
22.79147485487077, 1.061438, 0.02753622, 9.953628, 0.8966464, 1.437052, 0.2174626, 0.005012952, 0.8493836
22.89143746388337, 0.9815999, 0.0189035, 9.954904, 0.8165483, 1.527809, 0.2029488, 0.00475881, 0.7950564
22.99140007289596, 0.9077669, 0.01297718, 8.184967, 0.7436054, 1.442279, 0.1894036, 0.004517552, 0.744204
23.09136268190855, 0.8394874, 0.008908779, 7.894628, 0.6771785, 1.361538, 0.1767624, 0.004288526, 0.6966041
23.19132529092114, 0.7763436, 0.006115841, 8.810115, 0.6166856, 1.285317, 0.164965, 0.00407111, 0.6520488
23.29128789993373, 0.7179494, 0.0041985, 7.243716, 0.5615966, 1.214673, 0.1539549, 0.003864717, 0.6103433
23.39125050894632, 0.6639474, 0.002882254, 6.497954, 0.5114288, 2.296525, 0.1436797, 0.003668787, 0.5713053
23.49121311795891, 0.6140073, 0.5758104, 5.342647, 0.4657424, 2.167962, 0.1340903, 0.003482791, 0.5347642
23.5911757269715, 0.5678235, 0.3952915, 4.522981, 0.4241373, 2.046595, 0.1251408, 0.003306224, 0.5005603
23.6911383359841, 0.5251135, 0.271366, 5.625554, 0.3862488, 1.932023, 0.1167887, 0.5330027, 0.4685441
23.79110094499669, 0.4856161, 0.1862917, 6.757426, 0.3517449, 1.823865, 0.108994, 0.5059811, 0.4385757
23.89106355400928, 0.4490895, 0.1278885, 6.107862, 0.3203232, 1.721762, 0.1017196, 0.4803294, 0.4105241
23.99102616302187, 0.4153103, 0.5910958, 5.021912, 0.2917085, 1.625374, 0.0949306, 0.4559781, 0.3842666
