,"C00","C01","C02","C04","C05","C06","C07","C08","C10","C11","C13","C14","C15","C17","C18"
"Time(s)/Cell Status"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"," accepted"
140.14802216968,6.851876,5.007993E-33,0.1449635,1.552861,2.802597E-45,0.01389532,1.406064,0.8073128,0.0009242421,7.185241E-11,1.519467E-12,0.03005843,0.00000001921504,3.627158,3.599866
140.247985095621,6.396359,3.984235E-33,0.1388433,1.230091,2.802597E-45,0.01308132,1.266969,0.7057391,0.000811558,5.617058E-11,1.269408E-12,0.02627379,0.00000001525413,3.463677,3.443383
140.347948021562,5.971125,3.169758E-33,0.1329815,0.9744097,2.802597E-45,0.01231501,1.141634,1.163638,0.0007126125,4.391132E-11,1.0605E-12,0.02296568,0.00000001210971,3.307565,3.296355
140.447910947504,5.574161,2.52178E-33,0.1273672,0.7718734,2.802597E-45,0.01159359,1.028698,1.017232,0.0006257304,3.432764E-11,8.859727E-13,0.02007409,0.000000009613468,3.158489,3.153066
140.547873873445,5.203588,2.006265E-33,0.1219899,0.6114354,2.802597E-45,0.01091443,0.9269344,0.8892469,0.000549441,2.683562E-11,7.401675E-13,0.01754657,0.000000007631789,3.016132,3.016005
140.647836799386,4.85765,1.596135E-33,0.1168397,0.4843453,0.02024811,0.01027506,0.8352375,1.052359,0.0004824528,2.097873E-11,6.183575E-13,0.0153373,0.000000006058605,2.880191,2.884902
140.747799725328,4.53471,1.269845E-33,0.1119069,0.3836715,0.01664372,0.009673143,1.571785,0.9199547,0.0004236319,1.640011E-11,5.165939E-13,0.01340619,0.00000000480971,2.750377,2.759499
140.847762651269,4.23324,1.010257E-33,0.1071823,0.3039233,0.01368095,0.009106485,1.416296,1.538243,0.0003719825,1.282077E-11,4.315777E-13,0.01171823,0.000000003818257,2.626415,2.639546
140.94772557721,3.951812,8.037354E-34,0.1026572,0.2407513,0.01124558,0.008573023,1.276189,1.922347,0.0003266302,1.002263E-11,3.605526E-13,0.01024279,0.000000003031178,2.508039,2.524807
141.047688503151,3.689093,6.394318E-34,0.09832315,0.1907098,0.00924374,0.008070811,1.149942,1.680483,0.0002868073,7.835185E-12,3.012161E-13,0.008953131,0.000000002406344,2.394998,2.415056
141.147651429093,3.44384,5.08716E-34,0.09417208,0.1510698,0.007598249,0.007598018,1.036185,1.46905,0.0002518396,6.125151E-12,2.516448E-13,0.007825849,0.000000001910311,2.287053,2.310076
141.247614355034,3.214892,4.047218E-34,0.09019625,0.1196691,0.006245674,0.007152922,0.9336801,1.284218,0.0002211352,4.788333E-12,2.102314E-13,0.006840502,0.000000001516528,2.183973,2.20966
141.347577280975,3.001164,3.219866E-34,0.08638828,0.09479524,0.005133872,0.0067339,0.8413159,1.122642,0.0001941743,3.743276E-12,1.756334E-13,0.005979219,0.000000001203917,2.085538,2.113608
