 , C1, C2, C3, C4, C6, C7
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted
0,0,0,0,0,0,0
0.0999627900414938,0,0,0,0,0,0.4785592
0.199925580082988,0.0566452,0,0,0,0,0.3755506
0.299888370124481,0.04587318,-0.00000002980232,0,0,0,0.2947143
0.399851160165975,0.03714965,-0.00000002980232,0,0,0,0.2312779
0.499813950207469,0.03008504,-0.00000002980232,0,0,0,0.3948434
0.599776740248963,0.02436388,-0.00000001490116,0.001291984,0,0,0.3098544
0.699739530290456,0.01973069,0.2406358,0.001208421,0,0,0.2431591
0.79970232033195,0.01597857,0.1974856,0.001130262,0,0,0.1908198
0.899665110373444,0.01293999,0.1620729,0.001057159,0,0,0.1497463
0.999627900414938,0.01047924,0.1330104,0.0009887837,0,0,0.1175138
1.09959069045643,0.008486438,0.1091593,0.0009248308,0,0,0.2085948
1.19955348049793,0.006872603,0.0895851,0.0008650143,0,0,0.3825263
1.29951627053942,0.005565665,0.07352091,0.0008090666,0,0,0.3001886
1.39947906058091,0.004507263,0.06033731,0.0007567375,0,0,0.2355738
1.49944185062241,0.003650133,0.04951776,0.000707793,0,0,0.1848672
1.5994046406639,0.002956001,0.04063836,0.0006620142,0,0,0.3777735
1.69936743070539,0.002393869,0.03335118,0.0006191962,0,0,0.2964588
1.79933022074689,0.001938635,0.02737073,0.0005791477,0,0,0.343804
1.89929301078838,0.001569972,0.2712893,0.0005416893,0,0,0.2698011
1.99925580082988,0.001271416,0.2226424,0.0005066538,0,0,0.3145053
2.09921859087137,0.001029636,0.1827187,0.0004738843,0,0,0.2468089
2.19918138091286,0.0008338336,0.149954,0.0004432343,0,0,0.1936839
2.29914417095436,0.0006752665,0.1230646,0.0004145666,0,0,0.151994
2.39910696099585,0.0005468535,0.1009969,0.0003877531,0,0,0.1192777
2.49906975103734,0.0004428604,0.08288639,0.0003626739,0,0,0.09360346
2.59903254107884,0.0003586432,0.06802341,0.0003392168,0,0,0.07345556
2.69899533112033,0.0002904414,0.05582561,0.0003172768,0,0,0.2611788
2.79895812116183,0.0002352092,0.04581509,0.0002967559,0,0,0.2049608
2.89892091120332,0.0001904803,0.03759963,0.0002775622,0,0,0.1608435
2.99888370124481,0.0001542574,0.8576787,0.00025961,0,0,0.1262224
3.09884649128631,0.0001249228,0.7038817,0.0002428188,0,0,0.2621767
3.1988092813278,0.0001011667,0.5776633,0.0002271137,0,0,0.5543561
3.29877207136929,0.00008192818,0.6571246,0.0002124244,0,0,0.5906633
3.39873486141079,0.0000663482,0.5392905,0.0001986851,0,0,0.4635246
3.49869765145228,0.000053731,0.4425862,0.0001858345,0,0,0.7557964
3.59866044149378,0.00004351317,0.3632227,0.000173815,0,0,2.005344
3.69862323153527,0.00003523843,0.2980905,0.000162573,0,0,2.792066
3.79858602157676,0.00002853727,0.2446376,0.000152058,0,0,2.191081
3.89854881161826,0.00002311044,0.2007698,0.0001422232,0,0,1.719457
3.99851160165975,0.00001871561,0.1647682,0.0001330244,0,0,1.349348
4.09847439170125,0.00001515653,0.1834044,0.0001244206,0,0,1.058905
4.19843718174274,0.00001227427,0.1505167,0.0001163733,0,0,0.8309783
4.29839997178423,0.000009940117,0.1235264,0.0001088465,0,0,0.6521124
4.39836276182573,0.000008049841,0.101376,0.0001018065,0,0,0.5117469
4.49832555186722,0.000006519032,0.576887,0.0000952218,0,0,0.4015948
4.59828834190871,0.000005279332,0.4734409,0.00008906302,0,0,0.3151526
4.69825113195021,0.00000427538,0.3885446,0.00008330257,0,0,1.640668
4.7982139219917,0.000003462347,0.3188717,0.0000779147,0,0,1.287518
4.8981767120332,0.000002803925,0.3130815,0.00007287531,0,0,1.010383
4.99813950207469,0.000002270713,0.2569405,0.00006816185,0,0,0.7929012
5.09810229211618,0.0000018389,0.2108665,0.00006375326,0,0,0.669381
5.19806508215768,0.000001489203,0.1730544,0.00005962981,0,0,0.5252985
5.29802787219917,0.000001206007,0.4300724,0.00005577305,0,0,0.4122294
5.39799066224066,0.0000009766648,0.3529529,0.00005216574,0,0,0.3234981
5.49795345228216,0.000000790936,0.2896622,0.00004879175,0,0,0.253866
5.59791624232365,0.0000006405266,0.2377207,0.00004563598,0,0,0.199222
5.69787903236515,0.00000051872,0.484921,0.00004268432,0,0,0.15634
5.79784182240664,0.0000004200769,0.3979661,0.00003992357,0,0,0.1226882
5.89780461244813,0.0000003401924,0.3266038,0.00003734138,0,0,0.2336909
5.99776740248963,0.4503976,0.268038,0.0000349262,0,0,0.1833896
6.09773019253112,0.3647471,0.219974,0.00003266724,0,0,0.1439155
6.19769298257261,0.2953845,0.3074566,0.00003055438,0,0,0.352872
6.29765577261411,0.2392123,0.2523242,0.00002857817,0,0,0.2769172
6.3976185626556,0.1937222,0.207078,0.00002672978,0,0,0.2173115
6.4975813526971,0.1568827,0.1699453,0.00002500095,0,0,0.1705358
6.59754414273859,0.1270489,0.1394711,0.00002338393,0,0,0.1338284
6.69750693278008,0.1028885,0.1144615,0.00002187149,0,0,0.1050222
6.79746972282158,0.08332255,0.09393651,0.00002045688,0,0,0.08241647
6.89743251286307,0.06747741,0.07709204,0.00001913377,0,0,0.06467655
6.99739530290456,0.05464547,0.06326807,0.00001789623,0,0,0.05075509
7.09735809294606,0.04425374,0.05192299,0.00001673873,0,0,0.03983019
7.19732088298755,0.03583817,0.04261228,0.00001565609,0,0,0.03125685
7.29728367302905,0.02902295,0.03497115,0.00001464348,0,0,0.0245289
7.39724646307054,0.02350377,0.0287002,0.00001369637,0,0,0.01924912
7.49720925311203,0.01903414,0.02355375,0.00001281051,0,0,0.0151058
7.59717204315353,0.01541449,0.01933015,0.00001198195,0,0,0.01185431
7.69713483319502,0.01248317,0.01586391,0.00001120698,0,0,0.009302704
7.79709762323652,0.01010929,0.01301923,0.00001048213,0,0,0.007300321
7.89706041327801,0.008186844,0.01068465,0.000009804162,0,0,0.625227
7.9970232033195,0.006629982,0.008768706,0.000009170045,0,0,0.8227375
8.096985993361,0.005369183,0.007196322,0.000008576942,0,0,2.795612
8.19694878340249,0.004348145,0.005905895,0.0000080222,0,0,2.193864
8.29691157344398,0.003521274,0.004846863,0.000007503338,0,0,1.72164
8.39687436348548,0.002851646,0.003977735,0.000007018034,0,0,1.351062
8.49683715352697,0.002309359,0.003264457,0.00000656412,0,0,1.060249
