 , C0
Time(s)/Cell Status, accepted
52.18040196808857, 0.00943485
52.28036442396613, 0.008098968
52.3803268798437, 0.006952234
52.48028933572127, 0.005967866
52.58025179159883, 0.005122875
52.68021424747639, 0.004397526
52.78017670335396, 0.00377488
52.88013915923152, 0.003240394
52.98010161510908, 0.002781586
53.08006407098665, 0.002387741
53.18002652686421, 0.00204966
53.27998898274178, 0.001759448
53.37995143861934, 0.001510328
53.4799138944969, 0.00129648
53.57987635037447, 0.001112911
53.67983880625204, 0.000955334
53.7798012621296, 0.0008200681
53.87976371800716, 0.0007039545
53.97972617388473, 0.0006042814
54.07968862976229, 0.0005187211
54.17965108563985, 0.0004452753
54.27961354151742, 0.0003822287
54.37957599739499, 0.0003281089
54.47953845327255, 0.0002816519
54.57950090915011, 0.0002417727
54.67946336502768, 0.0002075401
54.77942582090525, 0.0001781545
54.87938827678281, 0.0001529295
54.97935073266037, 0.0001312762
55.07931318853794, 0.0001126888
55.1792756444155, 9.673317e-05
55.27923810029306, 8.30367e-05
55.37920055617063, 7.127952e-05
55.47916301204819, 6.118703e-05
55.57912546792576, 5.252355e-05
55.67908792380332, 4.508673e-05
55.77905037968089, 3.87029e-05
55.87901283555845, 3.322295e-05
55.97897529143602, 2.85189e-05
56.07893774731358, 2.448091e-05
56.17890020319114, 2.101465e-05
56.27886265906871, 1.803918e-05
56.37882511494627, 1.548501e-05
56.47878757082383, 1.329249e-05
56.5787500267014, 1.14104e-05
56.67871248257897, 9.7948e-06
56.77867493845653, 8.407953e-06
56.87863739433409, 7.217469e-06
56.97859985021166, 6.195547e-06
57.07856230608922, 5.318318e-06
57.17852476196678, 4.565296e-06
57.27848721784435, 3.918895e-06
57.37844967372192, 3.364018e-06
57.47841212959948, 2.887706e-06
57.57837458547704, 2.478836e-06
57.67833704135461, 2.127857e-06
57.77829949723217, 1.826573e-06
57.87826195310974, 1.567948e-06
57.9782244089873, 1.345942e-06
58.07818686486487, 1.15537e-06
58.17814932074243, 9.91781e-07
58.27811177661999, 8.513546e-07
58.37807423249756, 7.308111e-07
58.47803668837512, 6.273355e-07
58.57799914425269, 5.385109e-07
58.67796160013025, 4.62263e-07
58.77792405600781, 3.968111e-07
58.87788651188538, 3.406266e-07
58.97784896776295, 2.923972e-07
59.0778114236405, 2.509967e-07
59.17777387951807, 2.15458e-07
59.27773633539564, 1.849513e-07
59.3776987912732, 1.58764e-07
59.47766124715076, 1.362846e-07
59.57762370302833, 1.16988e-07
59.6775861589059, 1.004236e-07
59.77754861478346, 8.620464e-08
59.87751107066102, 7.399891e-08
59.97747352653859, 6.352139e-08
60.07743598241615, 5.452739e-08
60.17739843829371, 4.680684e-08
60.27736089417128, 4.017945e-08
60.37732335004885, 3.449044e-08
60.47728580592641, 2.960693e-08
60.57724826180397, 2.541488e-08
60.67721071768154, 2.181638e-08
60.7771731735591, 1.87274e-08
60.87713562943667, 1.607578e-08
60.97709808531423, 1.379961e-08
61.07706054119179, 1.184572e-08
61.17702299706936, 1.016848e-08
61.27698545294692, 8.728724e-09
61.37694790882448, 7.492822e-09
61.47691036470205, 6.431912e-09
61.57687282057962, 5.521217e-09
61.67683527645718, 4.739467e-09
61.77679773233474, 1.33911
61.87676018821231, 1.981423
61.97672264408988, 5.556496
62.07668509996743, 10.1503
62.176647555845, 14.665
62.27661001172257, 12.58858
62.37657246760013, 10.80616
62.47653492347769, 9.276116
62.57649737935526, 7.962709
62.67645983523283, 6.835268
62.77642229111039, 5.867461
62.87638474698795, 5.036686
62.97634720286552, 4.323541
63.07630965874308, 3.71137
63.17627211462064, 3.185877
63.27623457049821, 2.734788
63.37619702637577, 2.347569
63.47615948225334, 2.194834
63.5761219381309, 1.884067
63.67608439400847, 1.617302
63.77604684988603, 1.388308
63.8760093057636, 1.191737
63.97597176164116, 1.022999
64.07593421751872, 0.8781523
64.17589667339628, 0.7538145
64.27585912927385, 0.6470818
64.37582158515141, 0.5554613
64.47578404102899, 0.4768135
64.57574649690655, 0.4093014
64.67570895278411, 0.3513483
64.77567140866168, 0.3016008
64.87563386453924, 0.2588971
64.9755963204168, 0.2222398
65.07555877629437, 0.1907729
65.17552123217193, 0.1637613
65.27548368804949, 1.094809
65.37544614392706, 2.405969
65.47540859980462, 4.13504
65.57537105568218, 3.549559
65.67533351155976, 3.046976
65.77529596743732, 2.615554
65.87525842331488, 2.245218
65.97522087919245, 1.927317
66.07518333507001, 1.654428
66.17514579094757, 1.420177
66.27510824682514, 1.219094
66.3750707027027, 1.046482
66.47503315858027, 0.8983106
66.57499561445783, 0.7711186
66.67495807033539, 0.6619358
66.77492052621297, 0.5682122
66.87488298209053, 0.4877589
66.97484543796809, 0.4558662
67.07480789384566, 0.39132
67.17477034972322, 0.3359129
67.27473280560078, 0.2883509
67.37469526147835, 0.2475233
67.47465771735591, 0.2124764
67.57462017323347, 0.1823918
67.67458262911104, 0.1565669
67.7745450849886, 0.1343986
67.87450754086616, 0.7396547
67.97446999674374, 0.6349269
68.07443245262129, 0.5450274
68.17439490849885, 0.4678569
68.27435736437643, 0.401613
68.37431982025399, 0.3447485
68.47428227613155, 0.2959355
68.57424473200912, 0.254034
68.67420718788668, 0.2180652
68.77416964376425, 0.1871894
68.87413209964181, 0.1606852
68.97409455551937, 0.1379337
69.07405701139695, 0.1184037
69.1740194672745, 0.1016389
69.27398192315206, 0.08724781
69.37394437902964, 0.07489438
69.4739068349072, 0.06429007
69.57386929078476, 0.05518723
69.67383174666233, 0.04737326
69.77379420253989, 0.04066567
69.87375665841745, 0.03490781
69.97371911429502, 0.02996521
70.07368157017258, 0.02572243
70.17364402605014, 0.02208038
70.27360648192771, 0.01895402
70.37356893780527, 0.01627032
70.47353139368283, 0.0139666
70.57349384956041, 0.01198907
70.67345630543797, 0.01029153
70.77341876131553, 0.008834352
70.8733812171931, 0.0608897
70.97334367307066, 0.05226832
71.07330612894823, 0.04486763
71.17326858482579, 0.03851482
71.27323104070335, 0.0330615
71.37319349658092, 0.02838032
71.47315595245848, 0.02436194
71.57311840833604, 0.02091253
71.67308086421362, 0.01795152
71.77304332009118, 0.01540976
71.87300577596874, 0.01322789
71.97296823184631, 0.01135495
72.07293068772387, 0.009747203
72.17289314360143, 0.008367094
72.272855599479, 0.007182396
72.37281805535656, 0.006165439
72.47278051123412, 0.005292474
72.57274296711169, 0.004543112
72.67270542298925, 0.003899852
72.77266787886681, 0.003347671
72.87263033474439, 0.002873674
72.97259279062195, 0.00246679
73.0725552464995, 0.002117516
73.17251770237708, 0.001817697
73.27248015825464, 0.001560329
73.37244261413221, 0.001339402
73.47240507000977, 0.001149755
73.57236752588733, 0.0009869614
73.6723299817649, 0.0008472174
73.77229243764246, 0.0007272597
73.87225489352002, 0.0006242869
73.9722173493976, 0.000535894
74.07217980527516, 0.0004600167
74.17214226115271, 0.0003948828
74.27210471703029, 0.0003389713
74.37206717290785, 0.0002909763
74.47202962878541, 0.0002497769
74.57199208466298, 0.0002144109
74.67195454054054, 0.0001840525
74.7719169964181, 0.0001579924
74.87187945229567, 0.0001356223
74.97184190817323, 0.0001164195
75.07180436405079, 9.993563e-05
75.17176681992837, 8.578572e-05
75.27172927580592, 7.36393e-05
75.37169173168348, 6.32127e-05
75.47165418756106, 5.426241e-05
75.57161664343862, 4.657938e-05
75.67157909931619, 3.99842e-05
75.77154155519375, 3.432283e-05
75.87150401107131, 2.946305e-05
75.97146646694888, 2.529137e-05
76.07142892282644, 2.171036e-05
76.171391378704, 1.863639e-05
76.27135383458157, 1.599766e-05
76.37131629045913, 1.373255e-05
76.47127874633669, 1.178815e-05
76.57124120221427, 1.011907e-05
76.67120365809183, 8.686307e-06
76.77116611396939, 7.456411e-06
76.87112856984696, 6.400656e-06
76.97109102572452, 5.494386e-06
77.07105348160208, 4.716435e-06
77.17101593747965, 4.048634e-06
77.27097839335721, 3.475387e-06
77.37094084923477, 2.983306e-06
77.47090330511234, 2.560899e-06
77.5708657609899, 2.198301e-06
77.67082821686746, 1.887043e-06
77.77079067274504, 1.619857e-06
77.8707531286226, 1.390501e-06
77.97071558450017, 1.193619e-06
78.07067804037773, 1.024615e-06
78.17064049625529, 8.795393e-07
78.27060295213286, 7.550051e-07
78.37056540801042, 6.481038e-07
78.47052786388798, 5.563387e-07
78.57049031976555, 4.775666e-07
78.67045277564311, 4.099479e-07
78.77041523152067, 3.519033e-07
78.87037768739825, 0.5570323
78.97034014327581, 0.478162
79.07030259915337, 0.410459
79.17026505503094, 0.352342
79.2702275109085, 0.3024538
79.37018996678606, 0.2596293
79.47015242266363, 0.2228684
79.57011487854119, 0.1913124
79.67007733441875, 0.1642244
79.77003979029632, 0.1409719
79.87000224617388, 0.1210117
79.96996470205146, 0.1038776
80.06992715792902, 0.08916954
80.16988961380657, 0.07654401
80.26985206968415, 0.06570613
80.36981452556171, 0.05640278
80.46977698143927, 0.0484167
80.56973943731684, 0.04156137
80.6697018931944, 0.03567669
80.76966434907196, 0.03062522
80.86962680494953, 0.02628899
80.96958926082709, 0.02256673
81.06955171670465, 0.0193715
81.16951417258223, 0.01662869
81.26947662845978, 0.01427423
81.36943908433734, 0.01225314
81.46940154021492, 0.01051821
81.56936399609248, 0.009028939
81.66932645197004, 0.00775053
81.76928890784761, 0.006653131
81.86925136372517, 0.005711113
81.96921381960273, 0.004902476
82.0691762754803, 0.004208333
82.16913873135786, 0.003612475
82.26910118723544, 0.003100984
82.36906364311299, 0.002661915
82.46902609899055, 0.002285014
82.56898855486813, 0.001961478
82.66895101074569, 0.001683752
82.76891346662325, 0.001445349
82.86887592250082, 0.001240702
82.96883837837838, 0.001065031
83.06880083425594, 0.000914233
83.16876329013351, 0.0007847866
83.26872574601107, 0.0006736685
83.36868820188863, 0.0005782837
83.4686506577662, 0.0004964044
83.56861311364376, 0.0004261184
83.66857556952132, 0.0003657842
83.7685380253989, 0.0003139928
83.86850048127646, 0.0002695345
83.96846293715402, 0.0002313711
84.06842539303159, 0.0001986112
84.16838784890915, 0.0001704898
84.26835030478671, 0.0001463501
84.36831276066428, 0.0001256284
84.46827521654184, 0.0001078406
84.56823767241941, 9.257146e-05
84.66820012829697, 7.946425e-05
84.76816258417453, 6.82129e-05
84.86812504005211, 5.855462e-05
84.96808749592967, 5.026386e-05
85.06804995180723, 4.314699e-05
85.1680124076848, 3.70378e-05
85.26797486356236, 3.179361e-05
85.36793731943992, 2.729195e-05
85.46789977531749, 2.342768e-05
85.56786223119505, 2.011055e-05
85.66782468707261, 1.726309e-05
85.76778714295018, 1.481881e-05
85.86774959882774, 1.272061e-05
85.9677120547053, 1.09195e-05
86.06767451058288, 9.373402e-06
86.16763696646044, 8.046221e-06
86.26759942233799, 6.906955e-06
86.36756187821557, 5.928998e-06
86.46752433409313, 5.08951e-06
86.56748678997069, 4.368886e-06
86.66744924584826, 3.750294e-06
86.76741170172582, 3.21929e-06
86.86737415760339, 2.76347e-06
86.96733661348095, 2.37219e-06
87.06729906935851, 0.4411486
87.16726152523609, 0.3786863
87.26722398111364, 0.3250681
87.3671864369912, 0.2790416
87.46714889286878, 0.2395321
87.56711134874634, 0.5887321
87.6670738046239, 0.5053734
87.76703626050147, 0.4338175
87.86699871637903, 0.3723932
87.96696117225659, 0.319666
88.06692362813416, 0.2744044
88.16688608401172, 0.2355515
88.26684853988928, 0.2021997
88.36681099576685, 0.1735702
88.46677345164441, 0.1489944
88.56673590752197, 0.1278982
88.66669836339955, 0.1097891
88.76666081927711, 0.09424404
88.86662327515467, 0.08090001
88.96658573103224, 0.06944536
89.0665481869098, 0.05961258
89.16651064278737, 0.05117203
89.26647309866493, 0.04392657
89.36643555454249, 0.037707
89.46639801042006, 0.03236806
89.56636046629762, 0.02778506
89.66632292217518, 0.02385097
89.76628537805276, 0.02047391
89.86624783393032, 0.06357242
89.96621028980788, 0.05457119
90.06617274568545, 0.04684445
90.16613520156301, 0.04021173
90.26609765744057, 0.5714424
90.36606011331814, 0.7915135
90.4660225691957, 1.451656
90.56598502507326, 1.246116
90.66594748095083, 1.069678
90.76590993682839, 0.9182224
90.86587239270595, 0.7882111
90.96583484858353, 0.6766081
91.06579730446109, 0.5808071
