 , C00, C21, C23, C25, C77, C81, C83, C89
7.397218083104338, 1.923608, 1.17852, 1.061552, 0.02399307, 5.334108, 24.9502, 19.46034, 0.1213316
7.497180489632775, 1.650123, 1.108363, 1.003158, 0.02227914, 7.12605, 23.08609, 20.48766, 0.1092005
7.597142896161213, 1.415521, 2.011438, 0.9479765, 0.02068765, 6.788081, 21.36125, 19.36109, 0.09828223
7.697105302689649, 1.214272, 1.891697, 1.958871, 0.01920984, 6.466142, 19.76529, 18.29647, 0.08845564
7.797067709218086, 1.041636, 1.779084, 2.546793, 0.0178376, 6.15947, 18.28856, 22.12062, 0.07961155
7.897030115746523, 2.641217, 1.673175, 2.406699, 0.01656338, 5.867343, 16.92216, 26.78757, 0.07165171
7.996992522274961, 2.837357, 2.514194, 2.274312, 0.01538019, 5.589071, 18.66809, 25.31459, 0.06448773
8.096954928803397, 2.433962, 2.364524, 2.149207, 0.1286124, 5.323997, 20.62859, 23.92261, 0.05804003
8.196917335331834, 2.264359, 2.733326, 2.030984, 0.119425, 5.071495, 19.08736, 22.60716, 0.05223699
8.296879741860272, 1.942429, 3.251873, 1.919264, 0.2042964, 4.830967, 17.66129, 21.36405, 0.04701416
8.396842148388709, 1.666269, 3.058289, 1.81369, 0.4653146, 4.601848, 16.34175, 20.18929, 0.04231353
8.496804554917146, 1.429371, 2.876229, 1.713923, 0.4320752, 6.1223, 15.12081, 19.07913, 0.03808288
8.596766961445583, 1.226153, 2.705006, 1.619644, 0.4012102, 5.831936, 13.99108, 21.22022, 0.03427522
8.696729367974019, 4.067915, 2.543977, 2.446392, 0.37255, 5.555344, 12.94576, 20.05338, 0.03084827
8.796691774502456, 3.489569, 2.392534, 2.311821, 0.3459371, 5.291869, 11.97854, 18.95069, 0.02776396
8.896654181030893, 2.993447, 2.250106, 2.184654, 0.3212253, 5.04089, 11.08359, 17.90864, 0.02498802
8.99661658755933, 2.776887, 2.116157, 2.064481, 0.2982788, 4.801815, 11.8968, 16.92389, 0.02248964
9.096578994087768, 2.38209, 1.990182, 1.950918, 0.2769715, 4.574078, 11.94667, 25.42785, 0.02024104
9.196541400616205, 2.043422, 1.871706, 1.843603, 0.2571862, 4.357142, 11.0541, 25.57638, 0.01821728
9.296503807144642, 1.752903, 1.760283, 1.74219, 0.2388143, 4.150495, 11.07484, 24.17, 0.01639585
9.396466213673078, 3.134232, 1.655493, 1.646356, 0.2217547, 3.953648, 10.2474, 22.84095, 0.01475654
9.496428620201515, 2.68863, 1.556941, 1.555794, 0.2059138, 3.766138, 13.5335, 25.61834, 0.01328113
9.596391026729952, 2.925742, 1.464256, 1.470213, 0.1912045, 3.58752, 12.52237, 24.20965, 0.01195324
9.696353433258389, 2.509781, 1.377089, 1.38934, 0.177546, 5.236551, 11.58678, 23.6017, 0.01075811
9.796315839786827, 2.152959, 1.718613, 1.312915, 0.1648631, 4.988196, 10.72109, 27.22098, 0.009682479
9.896278246315264, 1.846867, 1.616303, 1.240695, 0.1530862, 4.751619, 9.920087, 25.72417, 0.008714392
9.996240652843701, 1.584293, 1.949044, 1.455899, 0.1421506, 4.526263, 9.178925, 24.95828, 0.007843098
10.09620305937214, 1.933327, 1.833017, 1.375813, 0.1319962, 4.311595, 12.59934, 23.58589, 0.007058918
10.19616546590057, 1.658461, 1.723897, 1.300133, 0.1225671, 4.107108, 11.658, 23.58297, 0.006353144
10.29612787242901, 1.422673, 1.621274, 1.228615, 0.1138116, 3.912319, 10.787, 22.2862, 0.005717935
10.39609027895745, 1.220408, 1.768169, 1.161032, 0.1056816, 3.726769, 9.981066, 25.83136, 0.005146236
10.49605268548589, 2.84226, 2.080084, 1.097166, 0.09813227, 3.550018, 9.235348, 24.41096, 0.004631698
10.59601509201432, 2.438168, 1.991841, 1.036813, 0.09112225, 3.381651, 8.545345, 23.06866, 0.004168605
10.69597749854276, 2.091527, 1.873266, 0.9797806, 0.084613, 3.221268, 7.906895, 21.80017, 0.003751814
10.7959399050712, 2.075356, 1.84034, 0.925885, 0.07856873, 3.068493, 7.316145, 20.60143, 0.003376695
10.89590231159963, 1.780297, 2.401246, 0.8749542, 0.07295622, 2.922962, 6.769532, 20.43746, 0.003039082
10.99586471812807, 2.556484, 3.463715, 0.8268249, 0.6084538, 2.784334, 6.263759, 23.08753, 0.002735224
11.09582712465651, 2.693535, 3.313371, 0.7813431, 0.5649893, 4.897361, 5.795773, 21.818, 0.002461747
11.19578953118494, 2.310588, 4.31252, 0.7383632, 0.5246297, 5.551801, 10.89952, 20.61829, 0.002215613
11.29575193771338, 1.982085, 5.978865, 1.325689, 0.4871531, 11.62914, 11.57549, 19.48454, 0.001994089
11.39571434424182, 2.447776, 5.622942, 1.252766, 0.4523536, 11.0776, 13.86658, 18.41313, 0.001794713
11.49567675077026, 3.278317, 5.288208, 1.183854, 0.42004, 10.55222, 12.83056, 17.40064, 0.001615271
11.59563915729869, 3.11378, 4.9734, 1.118733, 0.3900348, 10.05176, 11.87195, 16.44382, 0.001453771
11.69560156382713, 2.671085, 4.677332, 1.057194, 0.3621729, 9.575032, 12.95035, 15.53961, 0.001308418
11.79556397035557, 2.29133, 4.39889, 0.9990402, 0.3363014, 9.120914, 11.98279, 19.53912, 0.001177598
11.895526376884, 1.965565, 4.137023, 0.9440853, 0.3122779, 8.688334, 11.08752, 18.46472, 0.001059858
11.99548878341244, 1.686116, 3.890746, 0.8921533, 0.2899705, 8.276271, 10.25913, 17.44939, 0.0009538896
12.09545118994088, 2.661525, 3.659129, 0.8430779, 0.2692567, 7.883751, 11.54394, 16.48989, 0.0008585165
12.19541359646932, 2.916345, 3.441301, 0.796702, 0.2500225, 7.509846, 12.85145, 19.19169, 0.0007726791
12.29537600299775, 2.50172, 3.236439, 0.7528773, 0.2321623, 7.153675, 14.49422, 18.13639, 0.000695424
12.39533840952619, 2.146044, 3.043774, 0.7114632, 0.215578, 6.814396, 13.41131, 19.90606, 0.0006258932
12.49530081605463, 1.998342, 3.76804, 0.6723272, 0.2001783, 6.491208, 12.40931, 18.81147, 0.0005633142
12.59526322258306, 2.100284, 3.543728, 0.6353439, 0.1858787, 6.183348, 11.48217, 17.77707, 0.0005069922
12.6952256291115, 1.801681, 3.332769, 0.6003951, 0.1726006, 5.890089, 10.6243, 16.79956, 1.321968
12.79518803563994, 1.545531, 3.134369, 0.5673687, 0.160271, 5.610738, 9.830522, 18.31977, 1.189793
12.89515044216837, 1.325799, 2.947779, 0.536159, 0.1488221, 5.344636, 9.096051, 17.31241, 1.070833
12.99511284869681, 2.171746, 2.772298, 0.5066661, 0.1381911, 5.091155, 8.416456, 16.36044, 0.9637676
13.09507525522525, 1.862983, 2.607262, 0.4787955, 0.1283195, 4.849695, 7.787635, 15.46082, 0.8674069
13.19503766175368, 1.598118, 2.452052, 0.4524581, 0.1191531, 4.619688, 7.205796, 14.61067, 0.7806806
13.29500006828212, 1.54358, 2.306081, 0.4275694, 0.1106415, 4.400589, 6.667428, 13.80726, 0.7026255
13.39496247481056, 2.118716, 2.168799, 0.4040497, 0.1027379, 4.191881, 6.169282, 17.38732, 0.6323746
13.494924881339, 1.817492, 2.03969, 1.461859, 0.09539889, 3.993072, 5.708356, 18.88508, 0.5691477
13.59488728786743, 1.559095, 1.918267, 2.962322, 0.08858413, 3.803691, 5.281866, 17.84664, 0.5122424
13.69484969439587, 1.337434, 1.804073, 2.799371, 0.08225618, 3.623293, 8.746384, 16.86529, 0.4610266
13.79481210092431, 2.894133, 1.696676, 2.645384, 0.07638027, 3.45145, 9.278191, 15.93791, 0.4149316
13.89477450745274, 2.482666, 1.595673, 2.499868, 0.0709241, 3.287757, 9.28854, 15.06152, 0.3734454
13.99473691398118, 2.129699, 1.500682, 2.362356, 0.06585768, 3.131828, 8.594563, 14.23333, 0.336107
14.09469932050962, 1.826914, 1.411346, 2.232408, 0.06115318, 2.983294, 11.77032, 14.66715, 0.3025019
14.19466172703805, 2.855539, 1.327329, 2.109608, 0.05678475, 2.841805, 10.89092, 19.01619, 0.2722567
14.29462413356649, 2.770392, 1.976398, 1.993563, 0.05272837, 2.707026, 10.07722, 17.97053, 0.2450356
14.39458654009493, 2.376518, 1.858743, 1.883902, 0.04896175, 2.578639, 9.324321, 18.13877, 0.2205361
14.49454894662337, 2.906521, 1.748092, 1.780273, 0.0454642, 2.456341, 8.62767, 21.21845, 0.1984861
14.5945113531518, 2.500877, 2.382311, 1.682344, 0.04221649, 2.339844, 7.983069, 20.0517, 0.1786408
14.69447375968024, 2.145321, 2.240492, 1.589802, 0.03920079, 2.228872, 7.386628, 18.94911, 0.1607797
14.79443616620868, 3.100086, 3.568857, 1.50235, 0.0364005, 2.123163, 6.834749, 17.90714, 0.1447044
14.89439857273711, 2.659339, 3.356403, 1.419709, 0.03380026, 2.022467, 6.324103, 16.92247, 0.1302364
14.99436097926555, 2.376127, 3.156596, 1.341614, 0.03138576, 1.926547, 5.851609, 15.99195, 0.1172149
15.09432338579399, 2.038306, 2.968683, 1.465411, 0.02914374, 1.835176, 5.414416, 15.11259, 0.1054953
15.19428579232243, 2.606186, 2.791957, 1.384802, 0.02706188, 1.748139, 5.009888, 14.28159, 0.09494756
15.29424819885086, 2.599436, 2.625751, 1.487143, 0.02512873, 1.665229, 4.635583, 17.69885, 0.08545438
15.3942106053793, 2.229867, 2.46944, 1.834815, 0.02333368, 1.586252, 4.289244, 20.29966, 0.07691036
15.49417301190774, 2.943729, 2.322434, 1.733886, 0.02166685, 1.51102, 3.968781, 25.03617, 0.0692206
15.59413541843617, 2.561851, 2.184179, 1.638508, 0.0201191, 1.439357, 3.67226, 23.65949, 0.06229969
15.69409782496461, 3.015491, 2.054155, 1.548378, 0.0186819, 1.371092, 3.397894, 22.35851, 0.05607076
15.79406023149305, 2.58677, 1.931871, 1.463205, 0.01734738, 1.306065, 3.144026, 21.12907, 0.05046461
15.89402263802148, 2.219002, 1.816866, 2.411892, 0.01610818, 1.244122, 2.909126, 19.96724, 0.04541899
15.99398504454992, 2.310148, 1.708708, 2.279219, 0.0149575, 1.185117, 2.691776, 18.86929, 0.04087785
16.09394745107836, 1.981708, 1.606988, 2.363842, 0.01388902, 1.12891, 2.490665, 17.83171, 0.03679074
16.19390985760679, 2.101335, 1.511324, 2.233813, 0.01289687, 1.075369, 2.304579, 18.72697, 0.03311228
16.29387226413523, 2.937139, 1.421355, 2.110936, 0.01197559, 1.024367, 2.132396, 20.82029, 0.0298016
16.39383467066367, 2.722571, 1.336741, 1.994818, 0.01112012, 0.9757841, 1.973078, 19.67543, 0.02682193
16.49379707719211, 2.843084, 1.257165, 1.885087, 0.01032576, 0.9295053, 1.825663, 21.27962, 0.02414019
16.59375948372054, 2.438875, 1.457728, 1.781393, 0.009588149, 0.8854214, 1.689262, 21.75706, 0.02172657
16.69372189024898, 2.092133, 1.370949, 1.683403, 0.008903227, 0.8434284, 1.563052, 20.56069, 0.01955427
16.79368429677742, 1.794689, 1.289337, 1.590802, 0.008267231, 0.8034269, 1.446271, 19.43011, 0.01759917
16.89364670330585, 2.355366, 1.212582, 1.503296, 0.007676668, 0.7653226, 8.596636, 18.36169, 0.01583955
16.99360910983429, 2.020497, 1.140397, 1.420603, 0.00712829, 0.7290254, 7.954353, 17.35203, 0.01425585
17.09357151636273, 2.361042, 1.124143, 1.342459, 0.006619086, 0.6944498, 7.360058, 16.39788, 0.01283051
17.19353392289117, 2.025366, 2.003224, 2.619069, 0.006146256, 0.6615139, 6.810165, 15.4962, 0.01154767
17.2934963294196, 2.191557, 1.883972, 2.475, 0.005707202, 0.6301401, 6.301355, 14.6441, 0.01039309
17.39345873594804, 3.214991, 1.771819, 2.338856, 0.005299512, 0.6002544, 5.830561, 19.41028, 0.009353956
17.49342114247647, 2.774077, 1.666342, 2.2102, 0.004920945, 0.5717859, 5.394941, 18.34295, 0.008418716
17.59338354900491, 2.379679, 2.245137, 2.088622, 0.00456942, 0.5446677, 4.991867, 17.33432, 0.007576984
17.69334595553335, 2.472692, 2.111484, 1.973732, 0.004243007, 0.5188356, 4.618909, 16.38115, 0.006819411
17.79330836206179, 2.121143, 1.985787, 1.961403, 0.003939911, 0.4942286, 6.147737, 20.37096, 0.006137583
17.89327076859022, 2.069473, 1.867573, 1.853511, 0.003658466, 0.4707887, 5.688419, 19.25081, 0.005523927
17.99323317511866, 1.775251, 1.756396, 2.147761, 0.003397126, 0.4484605, 5.26342, 19.9088, 0.004971626
18.0931955816471, 1.522859, 1.651837, 2.1874, 0.003154455, 0.4271913, 4.870173, 18.81407, 0.004474546
18.19315798817554, 1.30635, 1.553503, 2.067076, 0.002929118, 0.4069307, 4.506306, 17.77953, 0.004027166
18.29312039470397, 1.864258, 1.461023, 2.875776, 0.002719879, 0.3876311, 6.58147, 18.11802, 0.003624516
18.39308280123241, 1.599211, 1.374048, 2.717586, 0.002525586, 0.3692469, 7.638581, 17.12175, 0.003262125
18.49304520776085, 1.42605, 1.292251, 2.568098, 0.002345172, 0.3517345, 7.067879, 20.64173, 0.002935967
18.59300761428928, 1.439782, 1.215323, 2.426833, 0.002177647, 0.3350527, 6.539814, 19.50669, 0.002642419
18.69297002081772, 1.235085, 1.142975, 2.293338, 0.002022088, 0.3191621, 6.051204, 24.98076, 0.002378221
18.79293242734616, 1.059489, 1.074933, 2.167186, 0.001877641, 0.3040251, 5.599099, 23.60713, 0.002140438
18.89289483387459, 1.680736, 1.909911, 2.047975, 0.001743513, 0.289606, 5.180772, 22.30903, 0.00192643
18.99285724040303, 3.559515, 1.796214, 1.93532, 0.001618967, 0.2758708, 4.7937, 21.08232, 0.923093
19.09281964693147, 3.053449, 1.689285, 2.2207, 0.001503317, 0.262787, 5.938646, 19.92305, 16.1854
19.1927820534599, 2.619332, 1.588721, 2.203323, 0.001395928, 0.2503238, 5.49495, 18.82753, 35.40058
19.29274445998834, 4.310856, 1.494145, 2.329009, 0.001296211, 0.2384516, 5.084405, 17.79225, 44.02197
19.39270686651678, 4.975376, 1.405198, 2.200895, 0.001203617, 0.2271425, 4.704533, 16.8139, 39.62051
19.49266927304522, 8.625522, 1.321546, 2.079829, 0.001117638, 0.2163698, 5.309231, 15.88934, 35.65911
19.59263167957365, 7.399208, 2.248317, 1.965422, 0.0010378, 0.2061079, 7.503796, 15.01563, 32.0938
19.69259408610209, 6.347243, 2.114475, 1.857309, 0.0009636654, 0.1963328, 6.943163, 14.18995, 28.88495
19.79255649263053, 5.444838, 1.9886, 1.755142, 0.0008948267, 0.1870213, 6.424417, 20.00973, 25.99693
19.89251889915896, 4.670731, 1.870218, 1.658596, 0.0008309053, 0.1781514, 5.944428, 18.90945, 23.39767
19.9924813056874, 4.105761, 1.758884, 1.854851, 0.0007715502, 0.1697022, 5.5003, 17.86966, 21.05829
20.09244371221584, 3.522033, 1.654177, 1.75282, 0.000716435, 0.1616537, 5.089355, 16.88705, 18.95281
20.19240611874428, 3.883592, 1.555704, 1.656401, 0.000665257, 0.1539869, 4.709113, 15.95848, 17.05785
20.29236852527271, 3.331452, 1.734004, 1.565286, 0.0006177348, 0.1466837, 4.35728, 15.08096, 15.35234
20.39233093180115, 2.884441, 1.630779, 1.702417, 0.0005736073, 0.1397269, 4.031734, 14.25169, 13.81736
20.49229333832958, 2.55774, 1.533698, 1.608771, 0.0005326321, 0.1331, 8.013805, 13.46803, 12.43586
20.59225574485802, 2.194099, 1.442397, 1.604533, 0.0004945839, 0.1267875, 7.415068, 12.72745, 11.19248
20.69221815138646, 5.146548, 1.356531, 1.516272, 0.0004592536, 0.1207743, 6.861064, 12.0276, 10.07342
20.7921805579149, 4.414849, 1.275776, 1.432865, 0.0004264471, 0.1150463, 9.799302, 11.36623, 9.066241
20.89214296444333, 3.787178, 1.199829, 1.354046, 0.0003959842, 0.10959, 11.95645, 10.74123, 8.159768
20.99210537097177, 3.248745, 1.128403, 1.279563, 0.0003676973, 0.1043924, 11.06315, 10.1506, 7.343927
21.09206777750021, 2.87749, 1.061229, 1.209177, 0.0003414311, 0.09944137, 10.23658, 9.592443, 6.609656
21.19203018402865, 2.468389, 1.221645, 1.363636, 0.0003170412, 0.09472515, 10.93605, 9.064978, 5.948801
21.29199259055708, 3.024159, 1.239012, 1.288625, 0.0002943936, 0.09023259, 11.74757, 14.14308, 5.354019
21.39195499708552, 2.594206, 1.165254, 1.217741, 0.0002733638, 0.08595311, 11.35172, 17.9058, 4.818706
21.49191740361396, 2.249014, 1.095886, 1.150756, 0.0002538362, 0.08187659, 13.06519, 18.80596, 4.336915
21.59187981014239, 3.684162, 1.030648, 1.63234, 0.0002357036, 0.07799341, 14.59808, 17.77187, 3.903296
21.69184221667083, 3.160375, 0.9692932, 1.542549, 0.0002188663, 0.0742944, 13.50741, 16.79463, 3.513031
21.79180462319927, 2.711056, 0.911591, 1.457697, 0.0002032317, 0.07077082, 12.49823, 19.35808, 3.161787
21.8917670297277, 2.325618, 0.8573238, 1.377512, 0.000188714, 0.06741436, 11.56445, 18.60555, 2.84566
21.99172943625614, 2.705769, 1.042713, 1.301738, 0.0001752333, 0.06421708, 10.70043, 19.16574, 2.561142
22.09169184278458, 3.052988, 1.886974, 1.393871, 0.0001627157, 0.06117145, 9.900965, 18.11186, 2.30507
22.19165424931301, 2.618937, 1.774642, 2.040606, 0.0001510922, 0.05827025, 9.161232, 17.11593, 2.074601
22.29161665584145, 2.246595, 1.668998, 1.928357, 0.000140299, 0.05550666, 8.476767, 21.65893, 1.867176
22.39157906236989, 2.035263, 1.939271, 1.822282, 0.0001302769, 0.05287413, 7.84344, 20.46796, 1.680489
22.49154146889833, 2.543924, 1.823826, 1.992741, 0.0001209706, 0.05036645, 7.257432, 20.9171, 1.512468
22.59150387542676, 2.605093, 1.715253, 1.883125, 0.0001123292, 0.04797771, 6.715205, 22.65933, 1.361246
22.6914662819552, 2.801825, 1.613144, 1.779538, 0.3274965, 3.008948, 6.21349, 21.41335, 1.225144
22.79142868848364, 3.732777, 1.517113, 1.68165, 0.304102, 2.866242, 8.632337, 20.23588, 1.10265
22.89139109501208, 3.202078, 1.651442, 1.589146, 0.3963499, 2.730304, 7.987387, 19.12316, 0.9924036
22.99135350154051, 4.091508, 1.553132, 1.501731, 0.3680369, 3.831044, 7.390623, 18.07163, 0.8931797
23.09131590806895, 3.509808, 1.460674, 1.419124, 0.3417464, 3.829412, 6.838446, 19.35277, 0.8038766
23.19127831459739, 3.010809, 1.37372, 1.341061, 0.317334, 4.444486, 6.327523, 23.38231, 0.7235023
23.29124072112582, 2.582754, 2.011654, 1.267292, 0.2946655, 4.233696, 5.854774, 24.2722, 0.6511641
23.39120312765426, 2.215557, 1.8919, 1.197582, 0.2736163, 4.032904, 5.417345, 29.78604, 0.5860584
23.4911655341827, 2.500335, 1.779275, 1.131705, 0.2540707, 3.841634, 5.012597, 28.14818, 0.5274623
23.59112794071113, 2.144855, 1.673355, 1.069453, 0.2359213, 3.659436, 4.63809, 26.60038, 0.4747248
23.69109034723957, 1.866782, 1.57374, 1.010624, 0.2190684, 3.485879, 4.291563, 25.13769, 0.4272602
23.79105275376801, 1.601376, 1.480055, 0.9550323, 0.2034194, 3.760717, 6.809124, 23.75543, 0.3845413
23.89101516029644, 2.117143, 1.391947, 0.9024981, 0.1888883, 7.902921, 6.300392, 22.44918, 0.3460936
23.99097756682488, 2.893395, 1.309084, 0.8528537, 0.1753952, 10.54706, 5.829669, 24.26556, 0.31149
