 , C04, C05, C06, C07, C12, C13, C14, C15, C16, C17
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
4.198430221206581, 0.03348881, 4.245227, 3.807796, 1.90147, 0, 0.116028, 0.5283166, 0, 0, 0
4.298392845521024, 0.03061292, 3.971526, 3.650813, 1.865156, 0, 0.09276864, 0.499452, 0, 0, 0
4.398355469835466, 0.027984, 3.715472, 3.500302, 2.397265, 0, 0.07417196, 0.4721643, 0.06031571, 0, 0
4.498318094149909, 0.02558083, 3.475925, 3.355996, 2.263033, 0, 0.05930323, 0.4463676, 0.04918735, 0, 0
4.598280718464351, 0.02338405, 3.251823, 3.217639, 2.136317, 0, 0.04741513, 0.4219802, 0.1679243, 0, 0
4.698243342778794, 0.02137592, 3.042169, 3.084987, 2.016696, 0, 0.03791015, 0.3989252, 0.136942, 0, 0
4.798205967093236, 0.01954023, 2.846033, 2.957803, 1.903774, 0, 0.03031057, 0.3771299, 0.111676, 0, 0
4.898168591407678, 0.01786219, 2.662541, 2.835863, 1.797174, 0, 0.04139446, 0.3565253, 0.09107155, 0, 0
4.998131215722121, 0.01632825, 2.49088, 2.71895, 1.696544, 0, 0.0330964, 0.3370465, 0.07426868, 0, 0
5.098093840036563, 0.01492604, 2.330287, 2.606856, 3.352856, 0, 1.36663, 0.3186319, 0.06056598, 0, 0
5.198056464351006, 0.01364425, 2.180047, 2.499384, 3.165117, 0, 1.092671, 0.3012234, 0.04939145, 0, 0
5.298019088665447, 0.01247254, 2.039493, 2.396343, 2.98789, 0, 0.8736308, 0.284766, 0.04027864, 0, 0
5.39798171297989, 0.01140144, 1.908002, 2.29755, 2.820587, 0, 0.6985002, 0.2692078, 0.03284716, 0, 0
5.497944337294332, 0.01042233, 1.784988, 2.202829, 2.662652, 0, 0.5584767, 0.2544996, 0.0267868, 0, 0
5.597906961608775, 0.009527299, 2.86185, 3.497727, 2.51356, 0, 0.4465228, 0.2405949, 0.02184459, 0, 0
5.697869585923217, 0.00870913, 2.677339, 3.600446, 2.372816, 0, 0.3570115, 0.22745, 0.01781422, 0, 0
5.79783221023766, 0.007961223, 2.504724, 3.452012, 2.239953, 0, 0.2854439, 0.2150232, 0.01452747, 0, 0
5.897794834552102, 0.007277543, 2.343237, 3.309696, 2.11453, 0, 0.228223, 0.2032754, 0.01184713, 0, 0
5.997757458866545, 0.006652575, 2.192163, 3.173249, 1.996129, 0, 0.1824727, 0.1921694, 0.009661309, 0, 0
6.097720083180987, 0.006081278, 2.050828, 3.2222, 1.884358, 0, 0.1458937, 0.1816702, 0.00787878, 0, 0
6.19768270749543, 0.00555904, 2.253224, 3.089359, 1.778846, 0, 0.1166474, 0.1717446, 0.006425132, 0, 0
6.297645331809872, 0.005081651, 2.107953, 2.961995, 1.679241, 0, 0.09326392, 0.1623613, 0.005239684, 0, 0
6.397607956124315, 0.004645258, 1.972047, 2.839882, 1.585214, 0, 0.07456795, 0.1534907, 0.004272953, 0, 0
6.497570580438757, 0.004246341, 1.844904, 2.722803, 1.496452, 0, 0.05961984, 0.1451047, 0.003484585, 0, 0
6.5975332047532, 0.003881681, 2.151597, 2.610551, 1.41266, 0, 0.04766827, 0.1371769, 0.002841673, 0, 0
6.697495829067642, 0.003548337, 2.033998, 2.502926, 1.33356, 0, 0.03811254, 0.1296822, 0.002317379, 0, 0
6.797458453382084, 0.003243619, 1.957044, 2.399739, 1.258889, 0, 1.067153, 0.122597, 0.001889819, 0, 0
6.897421077696526, 0.002965069, 1.830868, 2.300806, 1.593117, 0, 0.853228, 0.1158989, 0.001541144, 0, 0
6.997383702010969, 0.00271044, 1.712827, 2.205951, 1.503913, 0, 0.6821874, 0.1095667, 0.0012568, 0, 0
7.097346326325411, 0.002477678, 1.602397, 2.115007, 1.419703, 0, 0.5454341, 0.1035805, 0.001024918, 0, 0
7.197308950639854, 0.002264904, 1.499086, 2.027812, 1.340208, 0, 0.4360947, 0.09792139, 0.0008358191, 0, 0
7.297271574954296, 0.002070403, 1.402436, 1.944212, 1.265165, 0, 0.3486739, 0.09257143, 0.000681609, 0, 0
7.397234199268738, 0.001892604, 1.312017, 1.864059, 1.194324, 0, 0.2787777, 0.08751377, 0.0005558509, 0, 0
7.497196823583181, 0.001730075, 1.227428, 1.78721, 1.229189, 0, 0.2228931, 0.08273245, 0.0004532954, 0, 0
7.597159447897623, 0.001581502, 1.148292, 1.713529, 1.352365, 0, 0.1782112, 0.07821234, 0.0003696616, 0, 0
7.697122072212066, 0.001445689, 1.074259, 1.642886, 1.276641, 0, 0.1424865, 0.0739392, 0.0003014584, 0, 0
7.797084696526508, 0.001321539, 1.004999, 1.575155, 1.205157, 0, 0.9003993, 0.06989952, 0.0002458388, 0, 1.610959
7.897047320840951, 0.00120805, 0.9402035, 1.510217, 1.137676, 0, 0.7199025, 0.06608055, 0.0002004811, 0, 9.617355
7.997009945155393, 0.001104307, 0.8795861, 1.447956, 1.073973, 0, 0.5755887, 0.06247022, 0.000163492, 1.549175, 8.306847
8.096972569469836, 0.001009473, 0.8228769, 1.388261, 1.013837, 0, 0.4602045, 0.05905715, 0.0001333274, 1.466822, 7.174914
8.196935193784277, 0.0009227836, 0.7698238, 1.331028, 0.9570686, 0, 0.3679505, 0.05583055, 0.0001087283, 5.296474, 6.197225
8.296897818098721, 0.0008435384, 0.7201912, 1.276154, 0.9502981, 0, 0.29419, 0.05278024, 8.866772e-05, 8.343589, 5.35276
8.396860442413162, 0.0007710985, 0.6737586, 1.223542, 0.8970873, 0, 0.2352158, 0.04989658, 7.230837e-05, 10.23319, 4.623366
8.496823066727606, 0.0007048795, 0.6303195, 1.1731, 0.8468559, 0, 0.1880638, 0.04717048, 5.896735e-05, 15.6657, 3.993363
8.596785691042047, 0.000644347, 0.5896811, 1.124737, 0.7994373, 0, 0.1503639, 0.04459331, 4.808777e-05, 21.27214, 3.449208
8.696748315356491, 0.000589013, 0.5516628, 1.078367, 0.7546738, 0, 0.1202215, 0.04215695, 3.921549e-05, 22.05295, 2.979202
8.796710939670932, 0.0005384308, 0.5160956, 1.03391, 0.7124167, 0, 0.09612156, 0.0398537, 3.198017e-05, 22.68691, 2.573241
8.896673563985376, 0.0004921923, 0.4828215, 0.9912851, 0.7427105, 0, 0.07685275, 0.03767628, 2.607977e-05, 21.48089, 2.222598
8.996636188299817, 0.0004499247, 0.4516927, 0.9504178, 0.7011233, 0, 0.06144661, 0.03561783, 2.1268e-05, 27.90191, 1.919736
9.096598812614259, 0.0004112869, 0.4225709, 0.9112352, 0.6618648, 0, 0.04912884, 0.03367185, 1.734402e-05, 27.5677, 1.658143
9.196561436928702, 0.0003759671, 0.3953266, 0.873668, 0.6248045, 0, 0.03928033, 0.03183218, 1.414402e-05, 28.15482, 1.432196
9.296524061243144, 0.0003436805, 5.488919, 0.8376495, 1.038533, 0, 0.03140607, 0.03009302, 1.153442e-05, 31.94794, 1.237038
9.396486685557587, 0.0003141665, 5.789945, 0.803116, 0.9803813, 0, 0.02511032, 0.02844889, 9.406301e-06, 31.03193, 1.068473
9.496449309872029, 0.0002871871, 5.416652, 0.7700062, 0.925486, 0, 0.02007663, 0.02689458, 7.670822e-06, 29.97141, 0.9228776
9.596411934186472, 0.0002625245, 5.067426, 0.7403545, 0.8736646, 0, 0.01605201, 0.02542519, 6.255542e-06, 33.1896, 0.7971217
9.696374558500914, 0.0002399799, 4.740716, 0.7098321, 0.8247448, 0, 0.01283417, 0.02403608, 5.101384e-06, 31.42526, 0.688502
9.796337182815357, 0.0002193713, 4.435069, 0.680568, 0.7785642, 0, 0.0102614, 0.02272286, 4.160169e-06, 29.75471, 0.5946832
9.896299807129799, 0.0002005326, 4.149128, 0.6525105, 0.7349694, 0, 0.008204367, 0.02148139, 3.392611e-06, 28.47508, 0.5136487
9.996262431444242, 0.0001833116, 3.881623, 1.217876, 0.6938157, 0, 0.006559695, 0.02030776, 2.766668e-06, 26.96136, 0.4436564
10.09622505575868, 0.0001675695, 3.631364, 1.167667, 0.6549664, 0, 0.005244719, 0.01919824, 2.256213e-06, 26.94678, 0.3832016
10.19618768007313, 0.0001531793, 3.39724, 1.119528, 0.6182923, 0, 0.004193347, 0.01814934, 1.839938e-06, 25.51431, 0.3309846
10.29615030438757, 0.0001400248, 3.178211, 1.073373, 0.5836717, 0, 0.003352736, 0.01715775, 1.500466e-06, 24.15798, 0.285883
10.39611292870201, 0.000128, 3.303236, 1.029122, 0.5509898, 0, 0.002680636, 0.01622033, 1.223627e-06, 23.12703, 0.2469272
10.49607555301645, 0.0001170078, 3.67071, 0.9866946, 0.5201378, 0, 0.002143268, 0.01533413, 9.978659e-07, 21.89761, 0.2132796
10.59603817733089, 0.0001069596, 3.43405, 0.9460165, 0.4910133, 0, 0.001713622, 0.01449635, 8.137579e-07, 22.40445, 0.1842171
10.69600080164534, 9.777435e-05, 3.212647, 0.9070153, 0.4635196, 0, 0.001370104, 0.01370434, 6.636181e-07, 22.89593, 0.1591148
10.79596342595978, 8.937786e-05, 3.005519, 0.8696221, 0.4375654, 0, 0.001095449, 0.0129556, 5.411794e-07, 23.62234, 0.137433
10.89592605027422, 8.170243e-05, 2.811745, 0.8337705, 0.4130644, 0, 0.0008758521, 0.01224777, 4.413308e-07, 22.36659, 0.1187057
10.99588867458866, 7.468613e-05, 2.630465, 0.7993969, 0.3899354, 0, 0.0007002761, 0.01157861, 3.599045e-07, 21.6492, 0.1025303
11.09585129890311, 6.827237e-05, 2.46799, 0.7664404, 0.3681014, 0, 0.0005598966, 0.01094601, 2.935015e-07, 20.49834, 0.08855898
11.19581392321755, 6.24094e-05, 2.45086, 0.7348425, 0.34749, 0, 0.0004476581, 0.01034797, 2.3935e-07, 19.40866, 0.07649149
11.29577654753199, 5.704991e-05, 2.292847, 0.7045475, 0.3280328, 0, 0.0003579192, 0.009782607, 1.951895e-07, 19.66002, 0.06606838
11.39573917184643, 5.215068e-05, 2.145021, 1.512328, 0.309665, 0, 0.0002861696, 0.009248133, 1.591767e-07, 18.99976, 0.05706558
11.49570179616088, 4.767218e-05, 2.006726, 1.44998, 0.2923256, 0, 0.0002288032, 0.008742859, 1.298083e-07, 17.98974, 0.04928954
11.59566442047532, 4.357827e-05, 3.471751, 1.390202, 0.2759572, 0, 0.0001829366, 0.008265192, 1.058584e-07, 17.03341, 0.0425731
11.69562704478976, 3.983593e-05, 3.589108, 1.332889, 0.2605053, 0, 0.0001462646, 0.007813621, 8.632736e-08, 16.12793, 0.03677187
11.7955896691042, 3.641497e-05, 3.357709, 1.277938, 0.2459186, 0, 0.000116944, 0.007386723, 7.039981e-08, 15.27057, 0.03176115
11.89555229341865, 3.328779e-05, 3.141229, 1.225253, 0.2321487, 0, 9.350103e-05, 0.006983148, 5.741092e-08, 14.4588, 0.02743322
11.99551491773309, 3.042916e-05, 2.938705, 1.17474, 0.2191498, 0, 0.495028, 0.006601623, 4.681851e-08, 13.69018, 0.02369503
12.09547754204753, 2.781602e-05, 3.026744, 1.126309, 0.2068788, 0, 0.565584, 0.006240942, 3.818041e-08, 12.96241, 0.02046623
12.19544016636197, 2.542729e-05, 2.831602, 1.079875, 0.1952949, 0, 0.4522053, 0.005899967, 0.0008556828, 12.27334, 0.0176774
12.29540279067642, 2.324369e-05, 2.649041, 1.035356, 0.1843596, 0, 0.3615549, 0.005577621, 0.0006978078, 11.62089, 0.01526859
12.39536541499086, 2.124761e-05, 2.47825, 0.9926713, 0.1740366, 0, 0.2890765, 0.005272887, 0.000569061, 11.00313, 0.01318802
12.4953280393053, 1.942294e-05, 2.457089, 0.9517467, 0.1642916, 0, 0.2311274, 0.004984802, 0.0004640683, 10.41821, 0.01139095
12.59529066361974, 1.775497e-05, 2.298674, 0.9125093, 0.1550923, 0, 0.1847949, 0.004712456, 0.0003784469, 9.864387, 0.009838763
12.69525328793419, 1.623024e-05, 7.045284, 0.8748896, 0.1464081, 0, 0.1477503, 0.00445499, 0.0003086228, 9.340001, 0.008498084
12.79521591224863, 1.483645e-05, 6.731999, 0.8388208, 0.7882679, 0, 0.1181319, 0.004211591, 0.0002516813, 8.843492, 0.007340093
12.89517853656307, 1.356235e-05, 6.297969, 0.804239, 0.7441298, 0, 0.0944508, 0.00398149, 0.0002052457, 8.373376, 0.006339895
12.99514116087751, 1.239767e-05, 5.891922, 0.7710829, 0.7024631, 0, 0.07551691, 0.003763961, 0.0001673775, 7.928252, 0.00547599
13.09510378519196, 1.1333e-05, 5.512054, 0.7392937, 0.6631296, 0, 0.06037856, 0.003558316, 0.000136496, 7.50679, 0.004729804
13.1950664095064, 1.035977e-05, 5.156677, 0.708815, 0.6259984, 0, 0.04827489, 0.003363907, 0.0001113123, 7.107733, 0.004085297
13.29502903382084, 9.47011e-06, 4.824212, 0.679593, 0.5909464, 0, 0.03859757, 0.003180119, 9.077497e-05, 6.72989, 0.003528614
13.39499165813528, 8.656853e-06, 6.564227, 0.6515756, 0.5578571, 0, 0.03086018, 0.003006373, 7.402683e-05, 6.372132, 0.003047788
13.49495428244973, 7.913434e-06, 6.141014, 0.6247133, 0.5266205, 0, 0.02467386, 0.002842119, 6.036875e-05, 6.033393, 0.002632481
13.59491690676417, 7.233858e-06, 5.745086, 0.5989584, 0.497133, 0, 0.1675153, 0.00268684, 4.923061e-05, 5.712661, 0.002273766
13.69487953107861, 6.612642e-06, 5.374685, 0.5742654, 0.4692967, 0, 0.1339347, 0.002540044, 4.014747e-05, 5.408979, 0.001963931
13.79484215539305, 6.044773e-06, 5.028165, 0.5505903, 0.443019, 0, 0.1070858, 0.002401268, 3.274019e-05, 5.12144, 0.001696316
13.8948047797075, 5.525671e-06, 4.703985, 0.5278913, 0.4182127, 0, 0.08561902, 0.002270074, 2.669957e-05, 4.849187, 0.001465168
13.99476740402194, 5.051147e-06, 4.400707, 1.466521, 0.3947953, 0, 0.06845558, 0.002146048, 2.177345e-05, 4.591407, 0.001265517
14.09473002833638, 4.617374e-06, 4.116982, 1.406061, 0.3726892, 0, 0.05473277, 0.002028799, 1.775621e-05, 4.347331, 0.001093071
14.19469265265082, 4.220851e-06, 3.851549, 1.348094, 0.351821, 0, 0.04376087, 0.001917955, 1.448016e-05, 4.116229, 0.0009441238
14.29465527696527, 3.85838e-06, 3.88737, 1.292517, 0.3321212, 0, 0.03498844, 0.001813167, 1.180854e-05, 3.897412, 0.0008154728
14.39461790127971, 3.527037e-06, 3.63674, 1.23923, 0.3135245, 0, 0.02797455, 0.001714104, 9.629847e-06, 3.690228, 0.0007043524
14.49458052559415, 3.224148e-06, 3.673082, 1.188141, 0.2959691, 0, 0.02236669, 0.001620454, 7.853123e-06, 3.494057, 0.0006083738
14.59454314990859, 2.947271e-06, 3.436268, 1.139158, 0.2793967, 0, 0.017883, 0.00153192, 6.404208e-06, 3.308315, 0.0005254738
14.69450577422304, 2.69417e-06, 4.052447, 1.092194, 0.2637522, 0, 0.01429812, 0.001448223, 5.22262e-06, 3.132447, 0.0004538701
14.79446839853748, 2.462805e-06, 3.791175, 1.047167, 0.2489837, 0, 0.01143187, 0.001369099, 4.259037e-06, 2.965928, 0.0003920235
14.89443102285192, 2.251309e-06, 3.546748, 2.038276, 0.2350421, 0, 0.009140207, 0.001294299, 3.473237e-06, 2.80826, 0.0003386044
14.99439364716636, 2.057975e-06, 3.318079, 1.954245, 0.2218812, 0, 0.007307933, 0.001223584, 2.832419e-06, 2.658975, 0.0002924645
15.0943562714808, 1.881244e-06, 3.666449, 1.873678, 0.2094572, 0, 0.005842963, 0.001156734, 2.309833e-06, 2.517625, 0.0002526118
15.19431889579525, 1.71969e-06, 3.430063, 1.796432, 0.1977289, 0, 0.004671665, 0.001093535, 1.883664e-06, 2.38379, 0.0002181897
15.29428152010969, 1.572009e-06, 3.866804, 1.722371, 0.1866574, 0, 0.003735169, 0.00103379, 1.536125e-06, 2.257069, 0.0001884581
15.39424414442413, 1.437011e-06, 3.617501, 1.651364, 0.1762057, 0, 0.002986406, 0.0009773085, 1.252707e-06, 2.137084, 0.0001627779
15.49420676873857, 1.313606e-06, 3.384271, 1.583283, 0.1663393, 0, 0.002387742, 0.0009239131, 1.02158e-06, 2.023478, 0.0001405969
15.59416939305302, 1.200798e-06, 3.166078, 1.51801, 0.1570253, 0, 0.001909088, 0.0008734349, 8.330971e-07, 1.915911, 0.0001214385
15.69413201736746, 1.097678e-06, 4.569461, 1.455427, 0.1482329, 0, 0.2900069, 0.0008257147, 6.793892e-07, 1.814062, 0.0001048907
15.7940946416819, 1.003414e-06, 4.274855, 1.395425, 0.1399328, 0, 0.2318712, 0.0007806016, 5.540407e-07, 1.717627, 9.059776e-05
15.89405726599634, 9.172445e-07, 3.999244, 1.337896, 0.1320974, 0, 0.1853896, 0.0007379533, 4.518192e-07, 1.626319, 7.825246e-05
15.99401989031079, 8.38475e-07, 3.741402, 1.282739, 0.1247008, 0, 0.1482259, 0.0006976351, 3.684578e-07, 1.539865, 6.758939e-05
16.09398251462523, 7.664699e-07, 3.500184, 1.229856, 0.1177183, 0, 0.1185121, 0.0006595196, 3.004766e-07, 1.458007, 5.837932e-05
16.19394513893967, 7.006483e-07, 3.279687, 1.179153, 0.1111268, 0, 0.3225753, 0.0006234867, 2.450382e-07, 1.3805, 5.042427e-05
16.29390776325411, 6.404793e-07, 3.068237, 1.130541, 0.1049044, 0, 0.2579109, 0.0005894224, 1.998282e-07, 1.307113, 4.355321e-05
16.39387038756855, 5.854774e-07, 2.870419, 1.083932, 0.09903039, 0, 0.2062093, 0.0005572192, 1.629595e-07, 1.237628, 3.761843e-05
16.493833011883, 5.351988e-07, 2.685356, 1.039245, 0.0934853, 0, 0.164872, 0.0005267754, 1.328932e-07, 1.171836, 3.249235e-05
16.59379563619744, 4.892379e-07, 2.512223, 0.9964007, 0.0882507, 0, 0.1318212, 0.000497995, 1.083742e-07, 1.109542, 2.806478e-05
16.69375826051188, 4.47224e-07, 2.350254, 0.9553224, 0.08330922, 0, 0.105396, 0.000470787, 8.837896e-08, 1.050559, 2.424054e-05
16.79372088482632, 4.088181e-07, 2.198727, 0.9159377, 0.07864442, 0, 0.08426796, 0.0004450654, 7.207289e-08, 0.994712, 2.09374e-05
16.89368350914077, 3.737104e-07, 2.335351, 0.8781766, 0.07424082, 0, 0.06737535, 0.0004207492, 5.877531e-08, 0.9418336, 1.808437e-05
16.99364613345521, 3.416176e-07, 3.110189, 0.8419722, 0.07008379, 0, 0.05386909, 0.0003977616, 4.793116e-08, 0.8917663, 1.56201e-05
17.09360875776965, 3.122807e-07, 9.105145, 0.8072605, 0.06615953, 0, 0.04307033, 0.0003760298, 3.908778e-08, 0.8443604, 1.349163e-05
17.19357138208409, 2.854632e-07, 8.518111, 0.7739798, 0.06245501, 0, 0.03443632, 0.0003554853, 3.187602e-08, 0.7994747, 1.165319e-05
17.29353400639854, 2.609487e-07, 7.968926, 0.7420713, 0.05895792, 0, 0.02753311, 0.0003360633, 2.599483e-08, 0.756975, 1.006527e-05
17.39349663071298, 2.385394e-07, 7.455148, 0.7114781, 0.05565664, 0, 0.02201374, 0.0003177024, 2.119874e-08, 0.7167346, 8.693726e-06
17.49345925502742, 2.180546e-07, 6.974494, 0.6821462, 0.05254021, 0, 0.0176008, 0.0003003447, 1.728754e-08, 0.6786333, 7.509076e-06
17.59342187934186, 1.993289e-07, 6.52483, 0.6540236, 0.04959829, 0, 0.01407249, 0.0002839353, 1.409796e-08, 0.6425576, 6.485852e-06
17.69338450365631, 1.822113e-07, 6.104156, 0.6270604, 0.04682109, 0, 1.34457, 0.0002684225, 1.149686e-08, 0.6083995, 5.602057e-06
17.79334712797075, 1.665636e-07, 5.710605, 0.6012087, 1.127915, 0, 1.075033, 0.0002537572, 9.375667e-09, 0.5760573, 4.838693e-06
17.89330975228519, 1.522598e-07, 5.342428, 0.5764229, 1.064759, 0, 0.8595289, 0.0002398931, 7.64584e-09, 0.5454344, 4.179348e-06
17.99327237659963, 1.391843e-07, 4.997987, 0.5526589, 1.005139, 0, 0.6872252, 0.0002267865, 6.235169e-09, 0.5164394, 3.60985e-06
18.09323500091408, 1.272317e-07, 4.675754, 0.5298746, 0.9488576, 0, 0.549462, 0.000214396, 5.084769e-09, 0.4889857, 3.117953e-06
18.19319762522852, 1.163055e-07, 4.374295, 0.5080296, 0.8957275, 0, 0.9774839, 0.0002026824, 4.14662e-09, 0.4629915, 2.693085e-06
18.29316024954296, 1.063176e-07, 4.092273, 0.4870853, 0.8455723, 0, 0.8455023, 0.0001916089, 3.381562e-09, 0.4383791, 2.326112e-06
18.3931228738574, 9.718746e-08, 3.828433, 0.4670044, 0.7982255, 0, 0.6760104, 0.0001811403, 2.757658e-09, 0.4150751, 2.009145e-06
18.49308549817185, 0.08423889, 3.581604, 0.4477513, 0.7535298, 0, 0.5404953, 0.0001712436, 2.248865e-09, 0.3930099, 1.735369e-06
18.59304812248629, 0.07700478, 3.350688, 0.429292, 0.7113369, 0, 0.432146, 0.0001618877, 1.833945e-09, 0.3721177, 1.498899e-06
18.69301074680073, 0.07039189, 4.347184, 0.4115937, 0.6715063, 0, 0.3455167, 0.000153043, 1.495579e-09, 0.3523361, 1.294651e-06
18.79297337111517, 0.0643469, 4.183042, 0.3946251, 0.6339062, 0, 0.2762534, 0.0001446814, 1.219642e-09, 0.3336061, 1.118236e-06
18.89293599542962, 0.05882103, 3.91335, 0.378356, 0.9177507, 0, 0.2208748, 0.0001367767, 9.946161e-10, 0.3158718, 9.658593e-07
18.99289861974406, 0.0537697, 3.661046, 0.3627576, 1.370251, 0, 0.1765976, 0.0001293039, 8.111076e-10, 0.2990802, 8.342465e-07
19.0928612440585, 0.04915217, 3.425008, 0.3478023, 1.293526, 0, 0.2217191, 0.0001222394, 6.614568e-10, 0.2831813, 7.205679e-07
19.19282386837294, 0.04493116, 3.204189, 0.3334636, 1.221096, 0, 0.1772726, 0.0001155608, 5.394169e-10, 0.2681275, 6.223797e-07
19.29278649268739, 0.04107264, 2.997606, 0.319716, 1.152722, 0, 0.141736, 0.0001092471, 4.398935e-10, 0.253874, 5.375712e-07
19.39274911700183, 0.03754548, 2.804343, 0.3065352, 1.088177, 0, 0.1133232, 0.0001032784, 3.587324e-10, 0.2403782, 4.64319e-07
19.49271174131627, 0.03432122, 2.623539, 0.2938977, 1.027246, 0, 0.09060609, 9.763576e-05, 2.925457e-10, 0.2275998, 4.010486e-07
19.59267436563071, 0.03137384, 2.454392, 0.2817813, 0.9697266, 0, 0.09366953, 9.230141e-05, 2.385705e-10, 0.2155007, 3.463997e-07
19.69263698994515, 0.02867957, 2.579564, 0.2701644, 0.9154279, 0, 0.07489225, 8.725851e-05, 1.945538e-10, 0.2040448, 2.991976e-07
