Time (s), Cell Name, Value
11.495682, C0, 4.112384
25.790314, C0, 5.562486
25.890276, C0, 3.564726
28.989112, C0, 3.804456
61.976723, C0, 3.855623
62.076685, C0, 5.380549
62.176648, C0, 5.951884
164.938052, C0, 5.977736
165.038015, C0, 2.819283
165.137977, C0, 3.280346
181.032008, C0, 4.323139
181.13197, C0, 3.760429
182.531444, C0, 3.678866
182.631407, C0, 4.390086
194.826827, C0, 3.558937
207.921908, C0, 4.893538
216.518679, C0, 3.655056
235.111696, C0, 5.240833
243.608505, C0, 2.52419
355.866343, C0, 3.315311
355.966305, C0, 5.496483
356.066268, C0, 5.617437
356.16623, C0, 3.694039
357.865592, C0, 3.495229
357.965554, C0, 5.734237
358.065517, C0, 4.890546
368.261687, C0, 3.943448
405.847571, C0, 4.016694
408.546557, C0, 3.547497
444.033229, C0, 2.866257
444.133191, C0, 3.040235
446.332365, C0, 5.522457
447.33199, C0, 3.387864
447.431953, C0, 5.855161
447.531915, C0, 5.205255
448.53154, C0, 4.149161
460.327109, C0, 3.867182
460.427072, C0, 3.138051
460.527034, C0, 6.462451
469.523655, C0, 3.514056
469.623618, C0, 4.375816
474.821665, C0, 5.64812
509.808525, C0, 5.150912
509.908487, C0, 2.788058
518.005446, C0, 4.245337
518.105409, C0, 4.806899
540.896849, C0, 4.130389
540.996811, C0, 4.028268
545.095272, C0, 4.161984
545.195234, C0, 3.573435
560.989302, C0, 3.440288
607.271919, C0, 4.994998
